"group_id","group_level","library_name","group_name","Cell_type","Cell_type_sub","Tissue_type","Neoadjuvant","n_cells","ABCB1","ABCC1","ABCC2","ABCC3","ABCG2","ACTA2","ACVR2A","APOE","ATF4","ATF6","ATP2A2","ATP2B4","CALR","CANX","CCL18","CD163","CD44","CD74","CD8A","CD8B","CHST7","COL1A1","COL1A2","COL3A1","COL5A1","COL5A2","COL6A2","COL6A3","CORO1C","CTLA4","CXCL12","CXCR4","DCN","DDIT3","DERL3","DNAJB9","EDEM1","EIF2AK3","ERN1","FAP","FGF2","FGFR1","FN1","FOXP3","FZD2","FZD5","GCLC","GCLM","GPX1","GPX8","GSR","GSTP1","GZMB","HAVCR2","HERPUD1","HGF","HMOX1","HSP90B1","HSPA5","IFNG","IL10","IL2RA","IL6","IL6R","IL6ST","INHBA","ITGA1","ITGA2","ITGA3","ITGA5","ITGAV","ITGB1","ITGB3","ITPR1","ITPR2","ITPR3","KDR","LAG3","LUM","MET","MIF","MMP11","MMP2","MRC1","MYC","NKG7","NPM1","NQO1","ORAI1","PDCD1","PDGFA","PDGFB","PDGFRA","PDIA3","PDIA4","POSTN","PPP1R15A","PRF1","RPLP0","RPS3","SEC61A1","SEL1L","SLC7A11","SOD2","SPP1","SPRY2","SRP54","STIM1","SULF1","SYVN1","TAGLN","TGFB1","TGFBR1","TGFBR2","TIGIT","TMEM132A","TMEM158","TOX","TXN","TXNRD1","VEGFA","VIM","WNT5A","XBP1","TMEM158_z","Ca2_core_score","PERK_score","IRE1_ATF6_score","Ca_PERK_core_score","Proteostasis_score","Transport_detox_score","TAC_meta_ECM_score","CAF_ECM_score","ECM_integrin_ligand_score","MIF_SPP1_ligand_score","Integrin_receptor_score","MIF_axis_receptor_score","Tcell_exhaustion_score","Cytotoxic_score","Myeloid_suppressive_score"
"Cell_type_sub|S6417T|Ep-C1","Cell_type_sub","S6417T","Ep-C1","Epithelial","Ep-C1","Tumor","Surgery alone",58,0,0.40613293,0,0.23364733,0,0.05975407,0.03585244,0.10958806,1.89702426,0.97733929,1.59422687,0.72568088,2.75950918,1.47264329,0.02390163,0.03585244,1.11298965,3.19878698,0,0,0.07869566,0.16235135,0.10755732,0.13145895,0,0.05479403,0.01195081,0,0.60658165,0,0,0.03585244,0.02390163,1.84196148,0.01195081,0.56465644,0.25502857,0.16235135,0.55856421,0,0,0,0,0,0.01195081,0.13844973,2.40726744,2.18399962,0,0.09064647,0.35266582,5.59969268,0,0,1.68055349,0,0.02390163,2.38064654,2.29019935,0.01195081,0,0,0.01195081,0.17430217,0.58064928,0,0,0.80694501,0.64782643,0.02390163,0.77510597,1.25273147,0,0.45506838,0.05479403,0.66907029,0,0.01894159,0.04780325,0.4979116,3.01096317,0.07869566,0.01195081,0,1.55475248,0.04780325,2.49613299,1.69943075,0.53124759,0,0.60959168,0.04780325,0,1.41823493,1.4086631,0.01195081,1.67466117,0.01195081,3.54894471,3.88879348,1.39412276,0.63229984,0.36524366,3.93453459,0.5089444,0,0.89467469,0.390549,0,0.73288584,0.03585244,0.60658165,0.20722531,0.02390163,0.02390163,1.05327893,0.01894159,0,3.05568976,0.55514922,1.56492088,0.15536057,0.08365569,1.21524282,-0.385115509876418,2.26068604377179,3.63410880086898,2.32264688856334,2.17376690061156,1.78587471337757,2.28619034299591,-0.487603478326821,-0.355448186053684,-0.344807595238686,0.707691405603121,0.356190853940445,0.710334388997334,-0.655549904726706,-0.494656096085206,-0.176960366107217
"Cell_type_sub|S6417T|Ep-C10","Cell_type_sub","S6417T","Ep-C10","Epithelial","Ep-C10","Tumor","Surgery alone",198,0.00350074,0.45425566,0,0.13976652,0.01605078,0.22310996,0.06506118,0.20337477,1.64774187,0.94101853,1.43546573,0.89671444,3.10103599,1.49123052,0.02100446,0.03150669,1.33449601,4.00269602,0.01400297,0.00350074,0.07206267,0.24016679,0.12866943,0.08606564,0.00904929,0.12371574,0.0245052,0.01750372,0.41503284,0.02510007,0.00350074,0.08315976,0.01050223,2.0032247,0.02800595,0.50624154,0.20542257,0.18904584,0.40334088,0.00700149,0.00700149,0.03705524,0.03500743,0.00350074,0.05105821,0.15931804,2.68539761,2.54821121,0,0.17332101,0.40675523,5.55106698,0.02100446,0.00700149,1.81770059,0,0.04055598,2.60265242,2.29599653,0.00700149,0.00350074,0.00554855,0.00350074,0.19254658,0.64955474,0.00350074,0.00350074,1.0422879,0.92528466,0.01255003,0.79774441,1.22579164,0,0.52079343,0.0601075,0.52724484,0,0.04610453,0.03850818,0.42974475,3.11569763,0.12516868,0.06360824,0,1.65819746,0.02100446,2.5195149,1.74535981,0.58260599,0.01050223,0.63372694,0.0846127,0.00700149,1.79768262,1.54569765,0.01050223,1.92720741,0.00700149,3.38897745,4.16035643,1.48668471,0.55228217,0.13950331,3.07899049,0.48734077,0.03850818,0.86473836,0.33139229,0.01050223,0.61501669,0.04960527,0.63398899,0.25476463,0.01050223,0.03118074,0.94303294,0.02100446,0,2.86308735,0.57145854,1.0793737,0.17932215,0.13045402,0.96202354,-0.379592161661802,2.041560985736,3.55759876178429,1.74953720536358,2.05930736877075,2.01459214634552,2.20616043944366,-0.445100468894696,-0.317647540561718,-0.327027357279341,0.758209748029796,0.469239316997673,1.2932873365902,-0.536675385551172,-0.49368204553928,-0.14045703558899
"Cell_type_sub|S6417T|Ep-C11","Cell_type_sub","S6417T","Ep-C11","Epithelial","Ep-C11","Tumor","Surgery alone",3,0,1.4391627,0,0.3662041,0,0.23104906,0,0.46209812,1.38629436,0.59725316,2.08779942,1.22962648,3.85805075,1.39655158,0,0,1.73098562,3.66036016,0,0,0,0,0.23104906,0.46209812,0,0.46209812,0,0,0.96345725,0,0,0,0,0.69314718,0,0.46209812,0,0,0.23104906,0,0,0,0,0,0,0.23104906,3.34418006,3.07691035,0,0,1.09861229,6.62438212,0,0,0.23104906,0,0,3.75757492,2.67756163,0,0,0,0,0.23104906,0.46209812,0,0,0.46209812,0.69314718,0,0.96345725,1.60943791,0,0.59725316,0.3662041,0.99857742,0,0,0,0.46209812,4.35318947,0.82830222,0.23104906,0,1.98441444,0,3.92382235,2.51123124,1.13373246,0,0.59725316,0.23104906,0,2.34975161,2.15796357,0,0.59725316,0.23104906,4.82581316,5.32995407,2.06069497,0.46209812,0.23104906,2.01341824,0.46209812,0,1.19450631,0,0,0.69314718,0,0.59725316,0.46209812,0,0,0.73240819,0,0,4.1559661,0.59725316,0,0,0.23104906,0.23104906,-0.435831743719795,3.63501431577948,1.36107126135432,0.142646949689487,1.7991843516037,2.04439679413896,3.02829371991673,-0.367391965580868,-0.234320976082914,-0.287679965907059,1.4630794405081,0.97131796833756,1.24352312922083,-0.721652982808944,-0.408940148318164,-0.0868595727273361
"Cell_type_sub|S6417T|Ep-C2","Cell_type_sub","S6417T","Ep-C2","Epithelial","Ep-C2","Tumor","Surgery alone",4,0,0.89587973,0,0.44793987,0,0,0.27465307,0.44793987,1.24245332,0.51986039,1.28099099,1.22631869,3.23780122,1.74617908,0.1732868,0,1.77000662,2.9620993,0,0,0.1732868,0.51986039,0.34657359,0.1732868,0,0,0,0.1732868,0.72259294,0,0,0,0,0.88159013,0,0.34657359,0,0.62122666,0.1732868,0,0,0.27465307,0.1732868,0,0.1732868,0.1732868,2.59601503,2.65800047,0,0.1732868,0.74893307,5.89774296,0.1732868,0,1.41574012,0,0,3.19595224,2.48567707,0,0,0,0,0.1732868,0.44793987,0,0,0.92221986,0.62122666,0,0.62122666,1.6448128,0,0.44793987,0.44793987,0,0,0,0,0.79451346,3.57448387,0.27465307,0.44793987,0,2.06330691,0,3.21868055,2.05936982,0.40235948,0,0.69314718,0,0,2.11276335,1.48766064,0,1.39960549,0,4.04647596,4.75997698,1.47152601,1.03972077,0,0.99724601,0.40235948,0,1.26879345,0.34657359,0,0.79451346,0,0.51986039,0.44793987,0,0,0.89587973,0.40235948,0,3.28788344,0.27465307,0.96780025,0,0.69314718,0.62122666,0.641488453622642,1.55058228940501,2.19177384169234,0.471261926011592,1.72958455051307,2.16197805131565,2.14413360730275,-0.380727729506297,-0.229780316772223,-0.181549369121018,0.974148982223745,0.826690756632025,1.04006582631763,-0.721652982808944,-0.440012174609592,-0.0784820702100681
"Cell_type_sub|S6417T|Ep-C3","Cell_type_sub","S6417T","Ep-C3","Epithelial","Ep-C3","Tumor","Surgery alone",3,0,0.46209812,0,0.87968578,0,0,0,0,0.99857742,0.73240819,1.56071041,0.3662041,1.71193281,0.73240819,0,0,1.5214494,1.76610579,0,0,0,0.23104906,0.23104906,0,0.23104906,0,0,0,0.23104906,0,0,0,0,1.76610579,0.23104906,0.3662041,0,0,0.69314718,0,0,0,0,0,0,0,2.46277595,0.46209812,0,0.23104906,0.23104906,4.48776854,0,0,0.5364793,0,0,1.67462684,1.56682679,0,0,0,0,0,0.23104906,0,0,0.92419624,0.3662041,0,0.59725316,0.59725316,0,0.3662041,0,0.23104906,0,0,0,0.76752836,2.6888405,0.46209812,0,0,1.31060854,0,1.48088375,0.99857742,0.23104906,0,1.22962648,0,0,1.05935128,1.01484081,0,1.49993656,0,2.92651915,3.47409378,1.61209397,0.59725316,0,2.44564564,0.3662041,0,0.3662041,0,0,0.23104906,0,0.46209812,0,0,0,0.59725316,0,0,2.4796572,0.46209812,2.01341824,0,0,0.92419624,-0.435831743719795,1.05500112115905,2.21599405841023,1.80542085197188,1.11857406941766,0.634923310849268,1.42093525640926,-0.472660909697453,-0.347442607257721,-0.334849118673174,0.436611166610092,0.11385934245695,0.130558330522149,-0.721652982808944,-0.533228264242467,-0.350841265133127
"Cell_type_sub|S6417T|Ep-C4","Cell_type_sub","S6417T","Ep-C4","Epithelial","Ep-C4","Tumor","Surgery alone",15,0,0.7550614,0.04620981,0.09241962,0.04620981,0.27725887,0.13862944,0.15350567,2.11544011,1.04991797,1.75977111,0.58509839,3.95873129,2.42402038,0.04620981,0,1.80534296,3.50546798,0,0,0.04620981,0.13862944,0.11945063,0.09241962,0,0.09241962,0.04620981,0,0.93559808,0,0,0.09241962,0.04620981,1.80841224,0.04620981,0.51428208,0.30428988,0.09241962,0.40456171,0,0,0.07324082,0,0.04620981,0.23104906,0.27725887,2.65619059,2.71973277,0,0.04620981,0.80829524,6.00933017,0,0,1.70935688,0,0,3.95749446,3.01077497,0,0,0,0,0.09241962,0.3775307,0,0,0.94775285,1.13071404,0,0.42374051,1.65949928,0,0.44291932,0.23104906,0.80912341,0,0.04620981,0,0.23104906,4.17698649,0.23890126,0.16566044,0,1.95562373,0,3.62747322,2.32535992,0.73860406,0,0.89264094,0,0,2.20029335,2.46394246,0,1.65734005,0,4.33094146,4.78245603,1.9869573,0.67291849,0.16566044,1.79879874,0.68967278,0.04620981,1.14884295,0.31916612,0,1.158042,0.04620981,0.3775307,0.55021518,0.04620981,0.04620981,0.41158574,0,0,3.62419141,0.83962882,1.16234457,0.13862944,0.3775307,1.47439514,-0.435831743719795,2.81986453322648,3.7775041216598,2.55166288043913,2.43094818783368,3.07657213676778,2.45340235454583,-0.444991674154876,-0.332083334594043,-0.357632173463047,1.49303632714047,0.74706249992476,1.32314941396602,-0.579058160169778,-0.533228264242467,-0.183796238212999
"Cell_type_sub|S6417T|Ep-C6","Cell_type_sub","S6417T","Ep-C6","Epithelial","Ep-C6","Tumor","Surgery alone",3,0,0.23104906,0,0,0,0.46209812,0,0,0.99857742,0.3662041,0.85498312,0.23104906,2.6766947,0.73240819,0,0,0.69314718,2.43506274,0,0,0,0,0.23104906,0,0,0.3662041,0,0,0.46209812,0,0,0.23104906,0,0.3662041,0,0.23104906,0,0.23104906,0,0,0,0,0,0,0,0,1.57873282,1.53505673,0,0.23104906,0.46209812,5.22053304,0,0,0.96345725,0,0,2.37213138,1.3417839,0,0,0,0,0,0,0,0,0.23104906,0.59725316,0,0.46209812,0.59725316,0,0,0,0.3662041,0,0,0,0.23104906,3.31262966,0,0.23104906,0,1.19450631,0,2.66205495,1.29040034,0.46209812,0,0.23104906,0.23104906,0,1.24588987,1.08603218,0.23104906,0,0,3.05615872,3.84403348,0.59725316,0.23104906,0.23104906,0.73240819,0.46209812,0,0.82830222,0.3662041,0,0.46209812,0.23104906,0.46209812,0,0,0,0.3662041,0,0,2.74049298,0.23104906,0.3662041,0,0,0.5364793,-0.435831743719795,0.741543470306126,0.757707437011742,-0.059230914205596,0.419557153665893,0.657835269240426,1.23850925053656,-0.423937883536832,-0.303681186977239,-0.334849118673174,0.856287288443721,-0.406394893126622,0.168491665989384,-0.721652982808944,-0.533228264242467,-0.314320499527192
"Cell_type_sub|S6417T|Ep-C8","Cell_type_sub","S6417T","Ep-C8","Epithelial","Ep-C8","Tumor","Surgery alone",46,0,0.20955483,0,0.0904105,0,0,0.12936179,0.15324467,1.72169108,0.88803407,1.6629458,0.58488677,2.45947802,1.25864391,0.04520525,0,0.63986091,2.12628389,0.03498778,0,0.01506842,0.17456705,0.21351834,0.06283417,0.01506842,0.03013683,0,0.05737081,0.36536,0.03895129,0.01506842,0.02388288,0.06512461,1.16935119,0.01506842,0.74493048,0.3264087,0.27123151,0.49841525,0.03895129,0,0,0.04520525,0.01506842,0,0.16575259,1.15232131,1.11018834,0,0.01506842,0.37557747,5.46270367,0.092971,0,1.72550498,0,0.23282529,1.97214804,2.01906255,0.01506842,0,0,0,0.09922496,0.78809081,0.02388288,0,0.53958469,0.37557747,0,0.47931102,0.99449725,0,0.33662617,0.13817625,0.89165114,0,0.03013683,0,0.44210509,2.2042117,0.01506842,0.01506842,0,0.64665656,0.09107945,1.86103546,1.21118073,0.48194382,0,0.2223328,0.05401971,0,1.22007901,1.20233375,0.04520525,1.52220765,0.03013683,2.90153916,3.01606657,1.45261474,0.46970596,0.22022054,3.11102022,0.42959718,0,0.8882032,0.35910604,0.01506842,0.80975554,0.06027367,0.551302,0.0904105,0,0.05401971,0.66727342,0.05401971,0,2.6568236,0.48529492,1.15590916,0.21061548,0.18594201,1.30028209,-0.291193609090579,2.42270632382569,2.71203692484515,2.23964363075585,1.91095474859226,1.49403218580094,1.54010039233098,-0.478869071436078,-0.349974611099581,-0.318673751061569,0.204898791602553,-0.211367459477134,-0.0642117613278926,-0.531709124737004,-0.391083889041455,-0.217146788447566
"Cell_type_sub|S6417T|Ep-C9","Cell_type_sub","S6417T","Ep-C9","Epithelial","Ep-C9","Tumor","Surgery alone",4,0,0.51986039,0,0.27465307,0,0,0.1732868,0.34657359,1.95800355,0.92221986,1.99654122,0.34657359,2.66135622,1.99138639,0,0,1.77251921,2.00654255,0.1732868,0,0.1732868,0.27465307,0,0.1732868,0,0,0,0,0.69314718,0,0,0,0,1.49786614,0,0.1732868,0.1732868,0,0.67701255,0,0,0,0.1732868,0,0,0.1732868,1.60903759,1.24245332,0,0,0.1732868,5.76583994,0,0,1.48766064,0,0.27465307,2.47153448,1.87388549,0,0,0,0,0.89587973,0.72259294,0,0,0.44793987,0.79451346,0,1.02358614,1.39960549,0,0.44793987,0,1.26879345,0,0,0,0.44793987,3.27028533,0,0,0,1.12495242,0,2.37649765,1.48766064,1.03972077,0,0.79451346,0.1732868,0,1.68335047,1.27189908,0,1.37015973,0,3.76489287,4.00115782,1.43814316,0.69314718,0,3.29509769,0.51986039,0,0.57564627,0.34657359,0,0.69314718,0.27465307,0.62122666,0.51986039,0,0,1.16349009,0.1732868,0,3.39306658,0.34657359,1.1193342,0.51986039,0.27465307,0.51986039,0.0281448216461794,3.55746524120597,3.07833373306666,1.50820033777726,2.62916579549427,1.64574064743326,1.87426340205872,-0.437273648278046,-0.335054500895836,-0.302362689668008,0.865278107523116,0.912907624896046,0.482252849327971,-0.721652982808944,-0.440012174609592,-0.0997278556930015
"Cell_type_sub|S6417T|Ep-N0","Cell_type_sub","S6417T","Ep-N0","Epithelial","Ep-N0","Tumor","Surgery alone",52,0,0.03445691,0,0,0,0.06408086,0,0.11996778,0.23893333,0.07444617,0.11996778,0.03998926,0.71620065,0.27487466,0,0,0.13556259,1.05676814,0,0.01332975,0,0.07444617,0.06111642,0.08777593,0.01332975,0.02665951,0.04778667,0.01332975,0.05331901,0,0,0,0,0.26629222,0,0.05558407,0.03998926,0,0.02665951,0,0,0,0.03998926,0,0,0,0.35110371,0.35859826,0,0.01332975,0,2.66713224,0,0.03998926,0.2409595,0,0.01332975,0.47471335,0.52438581,0,0,0,0,0,0.01332975,0,0,0.04778667,0.09557333,0.01332975,0.02665951,0.06111642,0,0.02665951,0.01332975,0.06111642,0,0,0.01332975,0.06664877,1.04205285,0,0.01332975,0,0.13985382,0.06111642,0.7270701,0.27112519,0.03998926,0,0.03445691,0,0,0.21227382,0.18138236,0.01332975,0.17204567,0,1.16680913,1.68649408,0.11443543,0.02665951,0.01332975,0.58577191,0.32601428,0,0.09330827,0.02665951,0,0.08777593,0,0.03998926,0,0.02665951,0,0.06111642,0,0,0.82500676,0.02665951,0.17431073,0.14109494,0.01332975,0.12223284,-0.435831743719795,-0.884971086759375,-0.602955732714706,-0.93461579349586,-0.75899202754923,-0.925346639908143,-0.282121183370476,-0.517173964803982,-0.434358841608005,-0.372707206123296,-0.547133044600051,-1.22492323840366,-0.977874742824968,-0.659953297859239,-0.493181469821055,-0.481216303728534
"Cell_type_sub|S6417T|Ep-N1","Cell_type_sub","S6417T","Ep-N1","Epithelial","Ep-N1","Tumor","Surgery alone",2,0,0,0,0,0,0,0.34657359,0,0.80471896,0.34657359,0.34657359,0.54930614,2.19101332,0.34657359,0,0,0.69314718,3.16396839,0,0,0,0,0.34657359,0,0,0,0,0,0,0,0,0,0,0.34657359,0,0,0,0.34657359,0.54930614,0,0.34657359,0,0,0,0,0,0,0,0,0,0,3.84193199,0,0,0.69314718,0,0,1.09861229,0.97295507,0,0,0,0,0,0,0,0,1.3540251,0.34657359,0,0.34657359,1.03972077,0,0.69314718,0,0,0,0,0.34657359,0.54930614,2.60200334,0,0,0,0.69314718,0,1.73286795,0,0,0,0,0,0,2.07156736,0.34657359,0,2.04717228,0,2.585242,2.9621279,0.34657359,0.34657359,0,1.28247468,0.34657359,0,0,0.34657359,0,1.09861229,0,0.34657359,0.34657359,0,0,0.89587973,0,0,2.48142232,0,0.34657359,0.34657359,0.34657359,0,-0.435831743719795,0.12926254824593,0.63548481582057,-0.0679979337519577,0.129769056448068,0.633184075442093,0.116785917197859,-0.48208522935678,-0.380263672468082,-0.358433695056231,0.374525598838086,-0.229849934438223,0.615219144363926,-0.721652982808944,-0.533228264242467,-0.402314396995789
"Cell_type_sub|S6417T|Ep-N2","Cell_type_sub","S6417T","Ep-N2","Epithelial","Ep-N2","Tumor","Surgery alone",3,0,0,0,0,0,0,0,0,0.46209812,0,0,0.23104906,1.32966135,0.3662041,0,0,0.23104906,1.4924456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3662041,0,0,0,1.90126082,0,0,0.59725316,0,0,0.73240819,1.01484081,0,0,0,0,0,0.23104906,0,0,0.46209812,0,0,0,0.3662041,0,0,0,0,0,0,0,0,0.46209812,0,0,0,0,0,1.05935128,0,0,0,0.46209812,0.3662041,0,0.5364793,0.23104906,0,0.23104906,0,0.96345725,1.91752421,0.23104906,0,0,2.17008611,0,0,0,0,0,0,0,0.23104906,0,0,0,0.59725316,0,0,0.73240819,0.23104906,0,0,0,0,-0.435831743719795,-1.15060458977272,-0.656762476670358,-1.22240358601012,-0.885022707992466,-0.539396366229459,-0.24279050980599,-0.566904106290727,-0.456846157958926,-0.429187424205404,-1.07543990404097,-1.03021214524117,-0.696873981989524,-0.721652982808944,-0.533228264242467,-0.578302191932983
"Cell_type_sub|S6417T|Ep-N3","Cell_type_sub","S6417T","Ep-N3","Epithelial","Ep-N3","Tumor","Surgery alone",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,0,0,0.69314718,0,0,0,0.69314718,0,0,0,0,0,0,0,0,0,2.39789527,0,0,0,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,0,0,0,0,0,0,0,0,1.38629436,1.60943791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69314718,0,0,0,0,0,-0.435831743719795,0.12926254824593,0.496285373629457,-1.22240358601012,0.0748498639445402,-1.36477971665073,-0.619514683288732,-0.566904106290727,-0.478726868099166,-0.429187424205404,-1.34490784812744,-1.35272098824441,-1.24195697699802,-0.721652982808944,-0.533228264242467,-0.66629608940158
"Cell_type_sub|S6417T|Ep-N4","Cell_type_sub","S6417T","Ep-N4","Epithelial","Ep-N4","Tumor","Surgery alone",27,0,0,0,0.02567212,0,0,0.05134424,0.02567212,0.47233472,0.10268847,0.44905291,0.23541139,1.16088167,0.75279779,0,0.02567212,0.22039417,1.935404,0,0,0.02567212,0.05134424,0.02567212,0.06636146,0,0,0.02567212,0,0.02567212,0.02567212,0,0,0,0.30177286,0.05134424,0.29741052,0.07701635,0.05134424,0.07701635,0,0.07701635,0,0.02567212,0,0,0.10268847,0.14337782,0.2717384,0,0.05134424,0.02567212,3.22618293,0,0,0.74812552,0,0.06636146,0.8346911,0.59679306,0,0,0,0,0,0.37442688,0.10705081,0,0.18406716,0.07701635,0,0.05134424,0.56482839,0,0.10268847,0.33076394,0.15403271,0,0,0,0.15839504,1.45758387,0,0,0,0.09203358,0,0.89903448,0.14337782,0.02567212,0.02567212,0.14337782,0,0,0.76922804,0.43013345,0,0.70701011,0,1.39012747,1.61895281,0.36528391,0.22865874,0.02567212,1.85027029,0.23104906,0.02567212,0.32069232,0.23931364,0,0.12836059,0,0.07701635,0.05134424,0.02567212,0,0.19472205,0,0,1.32301718,0.06636146,0.27761266,0.07701635,0.10268847,0.76878973,-0.435831743719795,0.0509999007558904,-0.20343429316305,-0.000199943054539055,-0.232092174111638,-0.208257874003668,0.0537071642772784,-0.540547503325256,-0.452992812383121,-0.39467552251248,-0.297772651716556,-0.900985930429193,-0.441010625969941,-0.642433626612254,-0.533228264242467,-0.529416692916157
"Cell_type_sub|S6417T|Ep-N5","Cell_type_sub","S6417T","Ep-N5","Epithelial","Ep-N5","Tumor","Surgery alone",3,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0.23104906,0,0,0.23104906,0.3662041,0,0,0,0,0,0.23104906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0.3662041,0.23104906,0,0,0,2.58596874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0,0,0,0.46209812,0.23104906,0,0,0,0,0,0,0.23104906,0,0,0,0.92419624,0.59725316,0.46209812,0,0,1.52832249,0,0,0,0,0,0,0,0,0,0,0,0.23104906,0,0,0.82830222,0,0,0,0,0,-0.435831743719795,-1.15060458977272,-1.23328640182027,-1.22240358601012,-1.11248215703772,-1.36477971665073,-0.182466881001733,-0.529206827653417,-0.434965447818685,-0.334849118673174,-1.2101738760842,-1.2279575378215,-1.29268762917082,-0.721652982808944,-0.533228264242467,-0.66629608940158
"Cell_type_sub|S6417T|Fib-ACTA2","Cell_type_sub","S6417T","Fib-ACTA2","Fibroblast","Fib-ACTA2","Tumor","Surgery alone",4,0.1732868,0.1732868,0,0,0,4.80839026,0,0.34657359,0.85029935,0,1.02358614,0.1732868,2.63895318,1.19687294,0,0,1.63777008,0.34657359,0,0,0,5.87697188,5.72543129,5.50018824,2.50730969,3.03993387,3.42554291,3.34527025,0.62122666,0,0,0,4.14225778,0.34657359,0,0,0.54930614,0,0.69314718,1.3438196,0,1.14108705,4.43290331,0,0.34657359,0,0,0,0,1.31437384,0,2.42319163,0,0,0.92221986,0,0.34657359,2.50465009,2.15834374,0,0,0,0,0,0.69314718,2.35024018,1.1077042,0.1732868,0,1.27189908,1.85663727,2.87029677,0,0.69314718,0.1732868,0.34657359,0,0,4.44539448,0,2.71293065,1.06916653,3.44115956,0,0.1732868,0,2.37649765,0.1732868,0,0,0.1732868,0,0.51986039,1.945806,1.17053281,4.02235459,0,0,2.41298613,2.76690947,0.72259294,0.27465307,0,0.89587973,0.27465307,0,1.03972077,0.1732868,2.17487869,0.1732868,5.24776297,0.51986039,1.31437384,0.1732868,0,0.27465307,1.38531589,0,1.83029714,0.1732868,1.09550666,4.10824649,1.24245332,1.25265882,3.27336081214198,1.07426695287759,0.259958983541852,1.28490779673302,1.81785889108329,1.07416062247254,0.100091430422117,5.03403059466128,4.95207460771766,4.7885014011754,1.76779131677851,3.36908988076577,-0.558877468797876,-0.721652982808944,-0.533228264242467,-0.231718701895897
"Cell_type_sub|S6417T|Fib-CFD","Cell_type_sub","S6417T","Fib-CFD","Fibroblast","Fib-CFD","Tumor","Surgery alone",6,0,0.11552453,0,0,0,0.52967564,0,0.50742041,0.41415111,0.46209812,0.69314718,0.52967564,2.0285802,1.01820793,0,0,1.02896435,1.10729829,0,0,0,3.12578214,4.21736071,2.83429559,1.20056759,1.03709604,2.83464197,2.11785647,0.29862658,0,0.64520017,0,4.89426893,0.52967564,0,0.73033777,0.11552453,0.11552453,0.46209812,1.46397598,0.34657359,1.38234161,2.71009912,0,0,0,0.23104906,0.29862658,0,1.2120664,0.11552453,2.64183337,0,0,1.12223365,0.46209812,0.18310205,2.17345323,1.57620007,0.11552453,0,0,0.56686623,0.11552453,1.18167947,0.41415111,0.23104906,0.11552453,0,0.7607247,0.73033777,1.65190929,0,0.11552453,0.11552453,0.11552453,0,0,4.03703773,0,2.72755094,0,3.39129673,0,0.23104906,0,2.30362352,0,0.34657359,0,0.43984289,0.11552453,0.99177376,1.82687964,0.82830222,0.3662041,1.47693893,0,3.40293643,3.18595103,0.96138683,0.7803552,0,2.67026596,0.34657359,0,0.34657359,0,1.77518715,0.23104906,0.99177376,0.23104906,0.26823965,0.82830222,0,0,0.46209812,0,1.88976201,0.29862658,0.34657359,3.96860687,0.11552453,1.57452502,0.801439061556047,0.12926254824593,0.0883838920519081,1.99737899123564,0.402065927656721,1.14508645776834,0.451203217873392,2.81825566211957,2.83179252456025,2.27659188120776,0.689245558767416,1.02483303413552,-0.478508031522011,-0.721652982808944,-0.471084206280315,-0.253062779685225
"Cell_type_sub|S6417T|Fib-HTRA1","Cell_type_sub","S6417T","Fib-HTRA1","Fibroblast","Fib-HTRA1","Tumor","Surgery alone",2,0,0,0,0,0,0,0,0,0.34657359,0.54930614,0.69314718,0.34657359,1.77767403,1.09861229,0,0,0,0,0,0,0,5.78652557,5.69918361,5.53966931,2.72766056,2.82624459,3.68385429,2.6876392,0.34657359,0,0.34657359,0,3.36431431,0,0.80471896,0.34657359,0,0,0,2.2154084,0,0.89587973,3.92113939,0,0.34657359,0,0,0,0,0.69314718,0,1.44518588,0,0,0.34657359,0,0,1.03972077,1.24245332,0,0,0,0,0,0.34657359,0.89587973,0.34657359,0,0,0.69314718,0.34657359,1.70059869,0,0,0,0,0,0,3.57730768,0,1.84443973,4.61653993,3.22285991,0,0,0,1.38629436,0,0,0,0,0,0.54930614,0.89587973,0,3.13832174,0.34657359,0,1.70059869,1.74825378,0.69314718,0.89587973,0,0,0,0,0,0.34657359,1.66610226,0,0,0.34657359,0.34657359,0.34657359,0,1.3540251,0.89587973,0,0.54930614,0,0,2.95944693,0,0.89587973,1.96289222202022,-0.190704236258733,-0.800893457957835,0.639822649303442,0.383210667445315,0.17391437255987,-0.685304295395895,4.13464665606476,4.08076674129312,4.48778336711988,0.253082316875482,0.314160616919879,-1.60865146423653,-0.721652982808944,-0.533228264242467,-0.534305243198685
