"group_id","group_level","library_name","group_name","Cell_type","Cell_type_sub","Tissue_type","Neoadjuvant","n_cells","ABCB1","ABCC1","ABCC2","ABCC3","ABCG2","ACTA2","ACVR2A","APOE","ATF4","ATF6","ATP2A2","ATP2B4","CALR","CANX","CCL18","CD163","CD44","CD74","CD8A","CD8B","CHST7","COL1A1","COL1A2","COL3A1","COL5A1","COL5A2","COL6A2","COL6A3","CORO1C","CTLA4","CXCL12","CXCR4","DCN","DDIT3","DERL3","DNAJB9","EDEM1","EIF2AK3","ERN1","FAP","FGF2","FGFR1","FN1","FOXP3","FZD2","FZD5","GCLC","GCLM","GPX1","GPX8","GSR","GSTP1","GZMB","HAVCR2","HERPUD1","HGF","HMOX1","HSP90B1","HSPA5","IFNG","IL10","IL2RA","IL6","IL6R","IL6ST","INHBA","ITGA1","ITGA2","ITGA3","ITGA5","ITGAV","ITGB1","ITGB3","ITPR1","ITPR2","ITPR3","KDR","LAG3","LUM","MET","MIF","MMP11","MMP2","MRC1","MYC","NKG7","NPM1","NQO1","ORAI1","PDCD1","PDGFA","PDGFB","PDGFRA","PDIA3","PDIA4","POSTN","PPP1R15A","PRF1","RPLP0","RPS3","SEC61A1","SEL1L","SLC7A11","SOD2","SPP1","SPRY2","SRP54","STIM1","SULF1","SYVN1","TAGLN","TGFB1","TGFBR1","TGFBR2","TIGIT","TMEM132A","TMEM158","TOX","TXN","TXNRD1","VEGFA","VIM","WNT5A","XBP1","TMEM158_z","Ca2_core_score","PERK_score","IRE1_ATF6_score","Ca_PERK_core_score","Proteostasis_score","Transport_detox_score","TAC_meta_ECM_score","CAF_ECM_score","ECM_integrin_ligand_score","MIF_SPP1_ligand_score","Integrin_receptor_score","MIF_axis_receptor_score","Tcell_exhaustion_score","Cytotoxic_score","Myeloid_suppressive_score"
"Cell_type_sub|S2423T|Ep-C1","Cell_type_sub","S2423T","Ep-C1","Epithelial","Ep-C1","Tumor","Chemoradiotherapy",1067,0.00129924,0.83404969,0.00064962,0.47262634,0.00649622,0.01104358,0.05089133,0.09604644,1.31861014,0.40396521,1.08448945,0.64610274,2.60652227,1.70747688,0.02896339,0.00259849,1.64319225,0.41863988,0.00649622,0.00714585,0.52261948,0.11271691,0.05078094,0.04168623,0.00519698,0.00714585,0.06231491,0.01364207,0.61106391,0.00454736,0.00129924,0.03902725,0.02441604,0.84791115,0.02858339,0.22576815,0.18833093,0.16189178,0.24782975,0.00259849,0.0263649,0.07292965,0.04829284,0.00389773,0.0586868,0.19270847,1.52653334,3.06999912,0,0.18267018,0.89666972,5.90148629,0.02988263,0.00389773,1.31265756,0,0.03194189,2.48651983,2.10305731,0.01272283,0.00194887,0.002158,0.01700057,0.13676564,0.26397596,0.06341247,0.00779547,0.45551332,0.48058139,0.11429741,0.35366195,1.14885928,0.00064962,0.24305745,0.06529341,0.27308957,0.00129924,0.0259849,0.23604521,0.02284717,4.20207951,0.08706211,0.06924104,0.00454736,1.68533827,0.0146717,3.66459806,2.48816218,0.43554001,0.00064962,0.18158006,0.04970247,0.05241135,2.13287115,1.04680813,0.00649622,2.08939928,0.00779547,4.09819257,4.58169573,0.89249666,0.40502251,0.62109857,3.18747661,0.6257694,0.05863795,1.97133416,0.16870647,0.06427648,0.39149702,0.01997907,0.71480637,0.2117556,0.0234968,0.00475649,0.77723293,0.14369177,0.00324811,4.07501114,1.53431237,0.99749754,0.17865135,0.44133719,1.41495775,-0.0510960690119837,0.945288031957918,1.67169369739924,1.44075635650122,1.01233429031323,1.68000608629019,2.92589386171487,-0.434514922304074,-0.334835225078452,-0.376113359520845,1.50738280403565,0.412202208673999,-0.470314403890194,-0.65517807971479,-0.490885301416534,-0.104671346686601
"Cell_type_sub|S2423T|Ep-C10","Cell_type_sub","S2423T","Ep-C10","Epithelial","Ep-C10","Tumor","Chemoradiotherapy",67,0,0.48317922,0,0.42654878,0,0,0.03103644,0.07847008,1.12503696,0.36658783,0.9299985,0.6264434,2.06557133,1.22738575,0.04138192,0.01034548,1.41061834,0.70802531,0.01034548,0,0.32150458,0.08276384,0.04138192,0.02069096,0.01034548,0.01034548,0.01034548,0,0.39333051,0,0,0.04138192,0.02674268,0.72966315,0.02069096,0.23365228,0.17333736,0.07241836,0.16728564,0,0.04138192,0.04138192,0.06207288,0,0.04138192,0.15088844,1.08781816,2.26810429,0,0.09310932,0.49073359,5.06824269,0.02069096,0,1.14505729,0,0.04138192,2.02805746,1.69403034,0.02069096,0,0,0,0.119852,0.25180744,0.01034548,0,0.52214427,0.18368284,0.05348536,0.19832208,0.86102956,0.01034548,0.1715794,0.02674268,0.09916104,0,0,0.07241836,0,3.59639011,0.02069096,0.0517274,0,1.31626739,0.02069096,3.01332455,1.72827846,0.2922261,0,0.1715794,0.02069096,0.03103644,1.65912392,0.72325746,0,2.14098523,0.01034548,3.67019732,4.15882167,0.56122543,0.36384977,0.45165243,2.93806989,0.54065681,0.0681246,1.74727013,0.15694016,0.04138192,0.2888956,0.02069096,0.54082538,0.13449124,0.01034548,0,0.42926999,0.06383084,0,3.36555682,1.23429672,0.83876606,0.06207288,0.22839526,1.42265632,-0.264924242931362,0.397325334461146,1.17102960048956,1.29872617365916,0.514250344421187,1.11770515591123,2.08542606919709,-0.491582631944988,-0.388727147589764,-0.386946393096358,1.07360297236203,0.015498094696668,-0.449517612945766,-0.721652982808944,-0.488707149375086,-0.204833849967395
"Cell_type_sub|S2423T|Ep-C11","Cell_type_sub","S2423T","Ep-C11","Epithelial","Ep-C11","Tumor","Chemoradiotherapy",106,0,0.89491474,0,0.49377845,0,0.0261565,0.03269562,0.10573715,1.22029159,0.36903279,1.02035331,0.55325223,2.78066427,1.66421592,0.01961737,0,1.53692998,0.19013691,0.01307825,0,0.50349185,0.09808687,0.04577387,0.04577387,0.01307825,0.01036427,0.06267726,0.00653912,0.51561815,0,0.00653912,0.07304153,0.01961737,0.81793922,0.00653912,0.13189365,0.19185693,0.14114675,0.21801342,0,0.04305989,0.10191201,0.05231299,0,0.10462599,0.1449719,1.64187162,2.45835047,0,0.22122971,0.72308952,5.7641754,0,0.00653912,1.17482094,0,0.00653912,2.83048243,2.19810903,0,0,0,0.00653912,0.08883376,0.22837769,0,0.00653912,0.44957603,0.45603998,0.10573715,0.37913129,1.08375974,0,0.19713632,0.01961737,0.19999887,0,0.01307825,0.07304153,0.03923475,4.05744168,0.13189365,0.14608306,0,1.64627061,0.01961737,3.83066813,2.82744389,0.33744832,0.00653912,0.27465387,0.03923475,0.05231299,2.25607139,1.22201376,0.01307825,1.69202445,0,4.10752144,4.50250913,0.93617944,0.33793998,0.4186446,2.43439722,0.42542033,0.13288761,1.93664593,0.13682995,0.07832092,0.34004511,0.01307825,0.55726974,0.25121135,0.00653912,0,0.65925514,0.13571879,0,3.93210341,1.33404977,0.69911155,0.16841441,0.58977084,1.19431347,-0.0724437762587653,0.614040654052725,1.48575366974468,1.07300685183603,0.799862795711088,1.6994094932651,2.65192578110343,-0.433060691450288,-0.355192396149601,-0.377123359205709,1.26922875441496,0.327770569282605,-0.63904622447133,-0.681295967140484,-0.515640324223248,-0.244302760179234
"Cell_type_sub|S2423T|Ep-C2","Cell_type_sub","S2423T","Ep-C2","Epithelial","Ep-C2","Tumor","Chemoradiotherapy",1197,0,1.08408339,0.00173721,0.58839057,0.00231628,0.01042327,0.0490355,0.07325806,1.16951546,0.3076679,0.75139082,0.41373074,2.05751574,1.24504714,0.01621397,0.00173721,1.47298516,0.09878258,0.00636977,0.00231628,0.43933881,0.07683088,0.03981392,0.04328834,0.00173721,0.01042327,0.03416515,0.0098442,0.47265403,0.00173721,0.00289535,0.03875417,0.02408062,0.74259676,0.01795118,0.17423667,0.12340816,0.13942627,0.20015196,0.00231628,0.04474167,0.05385448,0.0321876,0.00173721,0.05250992,0.09464012,1.2344371,3.12017058,0,0.06225572,0.70106371,5.22935058,0.021524,0.00115814,0.97332752,0,0.02615656,2.107943,1.68786396,0.00694884,0.00057907,0.00115814,0.01220496,0.04927584,0.15844852,0.02059676,0.0049713,0.40859227,0.12358514,0.04478521,0.13494697,0.72135839,0,0.18253102,0.01307828,0.14242003,0.00405349,0.01732857,0.0636959,0.02581783,4.15202228,0.11955146,0.05260832,0.00231628,1.45050372,0.0156349,3.31830195,2.39397915,0.27876547,0.00173721,0.11612058,0.04246893,0.09988496,1.7066439,0.7465713,0.00868605,1.6792102,0.00463256,3.89817879,4.45849826,0.64518039,0.34630203,0.9246062,1.71710259,0.92196981,0.04724437,1.62206123,0.1581637,0.04845643,0.25630183,0.01771084,0.32054297,0.11162996,0.01216048,0.00115814,0.4519909,0.16008827,0,3.61425169,1.55271702,0.6008284,0.14941241,0.68271623,1.23139224,-0.00719433065670675,0.258565347126621,1.32625879358307,1.0186966548847,0.622431770370527,0.995853435186923,2.50547909359078,-0.466414440319527,-0.396256368934762,-0.388192294625638,1.62595120530334,-0.0680669144248685,-0.730698597858538,-0.685982113298801,-0.502336933864799,-0.157251941762435
"Cell_type_sub|S2423T|Ep-C3","Cell_type_sub","S2423T","Ep-C3","Epithelial","Ep-C3","Tumor","Chemoradiotherapy",180,0,0.41392559,0,0.22137217,0,0.00770164,0.03080654,0.05391145,1.16448538,0.22727353,0.6171516,0.3267467,1.51198143,1.00701873,0.01540327,0,1.41874643,0.07222165,0.01155245,0,0.33503368,0.04686416,0.02535749,0.04076076,0.01155245,0.00385082,0.02695572,0,0.45324589,0,0,0.02695572,0.03080654,0.83729153,0.00770164,0.25125957,0.10433689,0.09917738,0.27094122,0,0,0.03305913,0.04076076,0,0.01155245,0.07541812,1.27897601,2.05355517,0,0.05616403,0.4477893,4.64880231,0.02310491,0,0.94117337,0,0.02150667,1.76006609,1.58209156,0.00385082,0,0.00385082,0.00770164,0.04461158,0.11232806,0.04076076,0.00385082,0.37549863,0.08152152,0.04235899,0.06226743,0.67334037,0,0.09532656,0,0.08537234,0,0.01155245,0.02695572,0.01540327,3.96004449,0.01540327,0.05231321,0,1.24388315,0.01765585,2.88857846,1.0735938,0.24718196,0,0.12453487,0.03465736,0.03465736,1.30442306,0.46139356,0.00385082,1.5585674,0.00770164,3.55254004,4.30588976,0.42389829,0.32804914,0.51038482,1.41269566,0.24035384,0.02310491,1.35671063,0.12228228,0.02310491,0.22887176,0.04359868,0.39730111,0.09532656,0,0,0.22335369,0.06611825,0.00385082,3.14773205,1.04826472,1.07287615,0.12998392,0.25227247,0.97118626,-0.258799687365769,-0.0729057845559232,1.38791104826098,0.671025603840903,0.416711133731687,0.601681613370835,1.5403568392819,-0.494465691734409,-0.40615406533403,-0.397014278859859,1.12828208938179,-0.164445379129281,-0.789329256365721,-0.69788717903575,-0.498873033381353,-0.397050169702154
"Cell_type_sub|S2423T|Ep-C4","Cell_type_sub","S2423T","Ep-C4","Epithelial","Ep-C4","Tumor","Chemoradiotherapy",249,0,1.25946096,0,0.57487636,0.01391862,0.01670234,0.07447821,0.10509917,1.58885517,0.5438447,1.08175252,0.55266982,2.9884605,1.9233375,0.01670234,0.00278372,1.89918136,0.24676453,0.01670234,0.01391862,0.73127714,0.15657538,0.0561475,0.03618841,0.00278372,0.01391862,0.05730285,0.01113489,0.8252854,0.00556745,0.00835117,0.06822844,0.0517354,0.97436712,0.03618841,0.18771925,0.1772168,0.27632992,0.26498119,0,0.05451912,0.1078829,0.04338423,0.00835117,0.21456508,0.22107858,1.7636481,3.48371262,0,0.13546094,1.06887428,5.94711335,0.03781678,0.00556745,1.42629965,0.00278372,0.03781678,3.15770911,2.53725886,0.00835117,0,0.00278372,0.01554699,0.05105307,0.23383732,0.02111444,0.00556745,0.63629558,0.37233235,0.09790335,0.28605027,1.25304579,0,0.23410104,0.06381634,0.27102166,0.00835117,0.08445776,0.19435725,0.03503306,4.61465471,0.13225408,0.09837638,0.00278372,1.91001851,0.03062096,3.85002593,3.15664438,0.49185986,0,0.20414905,0.05010703,0.26629258,2.36664827,1.42968029,0.00835117,2.05122327,0.01670234,4.26537808,4.70342728,0.99640392,0.57882787,0.94825799,2.37704151,0.96788909,0.1187586,2.24066394,0.21902254,0.07169449,0.43920949,0.01113489,0.42734238,0.28100121,0.01391862,0.01113489,0.64749917,0.21435578,0,4.18532958,1.81398038,0.8617666,0.15961829,0.72324417,1.56111671,0.138107290128971,1.02966894564336,2.30940229333672,1.83143839897084,1.37187214261312,2.1691178240506,3.24157273082324,-0.406056103810051,-0.353258141080008,-0.367809768528134,1.92280998049301,0.559776420125914,-0.397889458940026,-0.556982363486307,-0.46646463947766,-0.0864212124247047
"Cell_type_sub|S2423T|Ep-C5","Cell_type_sub","S2423T","Ep-C5","Epithelial","Ep-C5","Tumor","Chemoradiotherapy",29,0,0.79426174,0,0.32876419,0,0.02390163,0.09560651,0.07170488,1.00699732,0.49607558,0.81230478,0.30486256,1.98742004,1.24988999,0,0,1.41782271,0.17137287,0,0,0.56696265,0.13348969,0,0.02390163,0,0,0.04780325,0,0.52544634,0,0,0,0.02390163,0.54208173,0,0.29088101,0.07170488,0.15739132,0.21917613,0,0.02390163,0,0.02390163,0,0.04780325,0.04780325,1.28835792,2.42352251,0,0.09560651,0.40453055,5.24995839,0,0.02390163,0.78515948,0,0.02390163,2.14414042,1.83173678,0.02390163,0,0,0.02390163,0.03788318,0.24307775,0.03788318,0,0.26838704,0.15739132,0.10958806,0.27689945,0.90530034,0,0.14340976,0,0.03788318,0,0,0.16508592,0.04780325,3.65846232,0.07170488,0.04780325,0,1.30193139,0,2.90183202,1.98164063,0.13348969,0,0.13348969,0.07170488,0.07170488,1.63183495,0.70737202,0,1.46979131,0,3.51289152,3.95934159,0.68549149,0.30486256,0.3982436,1.29963332,0.51357557,0.04780325,1.78673446,0.19121302,0.08568644,0.20519457,0.04780325,0.66270896,0.17137287,0.04780325,0,0.40046907,0.09560651,0,3.7267718,1.10275743,0.85714701,0.06178481,0.56501195,0.99610584,-0.179844674096329,0.0664885811126142,0.89574410768368,0.982804058050185,0.308680245519718,0.911842249378333,1.99425713304042,-0.455016405977666,-0.356002399564398,-0.392176086206584,1.11006594726303,0.110433039596919,-0.717343447242329,-0.684775005052306,-0.520370871270516,-0.191005464174908
"Cell_type_sub|S2423T|Ep-C6","Cell_type_sub","S2423T","Ep-C6","Epithelial","Ep-C6","Tumor","Chemoradiotherapy",278,0.00249334,1.32104441,0,0.74592657,0.03137853,0.01246668,0.02992002,0.09973341,1.48887215,0.43511158,1.03918055,0.51567637,2.87382833,1.76583644,0.01994668,0.00748001,1.66453551,0.16084449,0.00498667,0.00644518,0.60182785,0.11699929,0.05132521,0.03989336,0.00997334,0.00498667,0.04530371,0.00498667,0.72610771,0,0.00249334,0.08078093,0.03740003,0.93745443,0.08976007,0.20097407,0.17811037,0.23150524,0.19015337,0.00498667,0.08914892,0.11742297,0.04135187,0.00249334,0.08021041,0.18911854,1.50991125,3.3429133,0,0.17872152,1.06343592,5.85503696,0.02719453,0,1.37195675,0,0.01994668,2.6817872,2.14304157,0.01246668,0.00249334,0,0.0321812,0.06421557,0.23856562,0.01745335,0.01143185,0.48836448,0.24989614,0.05631188,0.28590242,1.23013505,0,0.25291449,0.05381855,0.34996709,0.00249334,0.02244002,0.07564742,0.02930887,4.62391499,0.19283417,0.06172223,0.00498667,1.7195997,0.01246668,3.73536546,3.05846752,0.58097551,0,0.14569701,0.0498667,0.24748035,2.31274384,1.30097605,0.00498667,1.87402907,0.00748001,4.2419854,4.71189074,1.01668316,0.48631003,1.08670021,2.0651971,1.13533305,0.11097779,2.16521417,0.20262004,0.0592289,0.4021732,0.03241336,0.34386028,0.18869486,0.01143185,0,0.58898136,0.21809393,0.00249334,4.13987802,1.90190826,0.70226815,0.21437424,0.74781064,1.51867282,0.14811621174229,1.1385197389704,2.08268388010757,1.5402148736996,1.32931800215637,1.86176839483284,3.1692966789062,-0.426288350645852,-0.374474433485418,-0.377219198413045,2.02371838035568,0.401327268026335,-0.58440981441477,-0.683183142238311,-0.495013883784769,-0.0516755657311822
"Cell_type_sub|S2423T|Ep-C7","Cell_type_sub","S2423T","Ep-C7","Epithelial","Ep-C7","Tumor","Chemoradiotherapy",24,0,0.47191337,0,0.10353778,0.10353778,0,0.0866434,1.24585361,1.11764067,0.57054352,1.52869377,0.70296243,3.29186588,2.14270167,0,0,2.65559768,0.23039288,0.0866434,0.07465664,0.26483782,0.74487505,0.0866434,0.02888113,0.05776227,0,0.31991098,0.02888113,1.162428,0,0,0.04577551,0,0.38526998,0.02888113,0.14931329,0.27682457,0.24794344,0.68905112,0.5847488,0.02888113,0.13241891,0.0866434,0,0.13241891,0.13241891,0.48390013,0.93623002,0,0.6031585,0.52967564,5.30658194,0.15767457,0,0.96681206,0,0.11552453,3.32997236,2.74215895,0,0,0,0.05776227,0.2817322,0.80650021,2.74186454,0.07465664,1.77521615,1.43972315,1.57264949,1.07441569,2.15506183,0,0.1732868,0.19018117,0.5847488,0,0.02888113,0.02888113,1.13792736,4.14074825,0.0866434,0.57715207,0,0.9279771,0.10996072,3.61152712,1.3824016,0.64251106,0,0.28612222,0.19018117,0.02888113,2.51730445,1.60966466,0.02888113,1.04971145,0.02888113,3.85436585,3.60634701,1.67305511,1.00767995,0.20216793,1.96788656,0.9647965,0.3057057,1.4258969,0.20707555,0.02888113,0.54657002,0,1.03625068,0.48880775,0.33458684,0.02888113,1.25784191,0.16130004,0.04577551,3.62501289,1.44708672,0.50249542,2.72842271,0.02888113,0.83269224,-0.00394980838141788,1.9205140051249,0.951118227074501,1.47365897633583,1.131403981177,2.23743090703904,1.69428650811141,-0.0784322482313421,-0.128695204781874,-0.229950459412191,3.23123119303842,2.7146657591066,-0.0118273772114376,-0.56190389544411,-0.28695526381332,0.570270097909317
"Cell_type_sub|S2423T|Ep-C8","Cell_type_sub","S2423T","Ep-C8","Epithelial","Ep-C8","Tumor","Chemoradiotherapy",151,0,0.52475184,0.00459038,0.24909535,0.00459038,0.00459038,0.07881646,0.05776974,1.02038774,0.42405588,1.343219,0.65774526,2.56554373,1.52075538,0.02754227,0,1.18855915,0.57254387,0.02295189,0.01836151,0.33137703,0.14273662,0.05967492,0.07344606,0,0.01377114,0.02295189,0.01836151,0.52235901,0.00459038,0,0.04668381,0.01186596,0.64308981,0.00918076,0.25715095,0.22345826,0.18942043,0.21462264,0.00459038,0.00459038,0.01836151,0.03213265,0,0.02563709,0.07803644,1.32763236,2.19654076,0,0.10254837,0.7207811,5.89740498,0.04209343,0.00459038,1.20567612,0,0.11578781,2.32962766,2.08002268,0.01836151,0.00459038,0,0.01377114,0.09908315,0.36385482,0.07334177,0.00459038,0.59603012,0.5313827,0.15035734,0.34193126,1.25687127,0,0.17779532,0.10635873,0.27543019,0.00918076,0.01377114,0.22751693,0.00918076,3.65127036,0.03672303,0.02295189,0.00459038,1.29230359,0.03481785,2.91865137,2.16735909,0.294654,0.00459038,0.13009064,0.04858899,0.02754227,2.00333955,0.89059157,0.01377114,2.35045793,0.00459038,3.45945745,3.92205318,0.90732497,0.39790012,0.35796019,3.05867471,0.34008423,0.03672303,2.0269539,0.23185899,0.00918076,0.39349782,0.01377114,1.35744538,0.22155308,0.02563709,0.00459038,0.7886997,0.1500122,0,4.10020863,1.41287159,1.39325738,0.14569761,0.36420743,1.44099644,-0.034173075436962,1.09221057296974,1.07843046110905,1.45740760771314,0.842913543699252,1.58555324704487,2.50355127941305,-0.467228696692982,-0.283991920552954,-0.363499158002774,1.02537959529464,0.236087349498932,-0.610584897697172,-0.672075296235199,-0.457285216051942,0.0161868151692118
"Cell_type_sub|S2423T|Ep-C9","Cell_type_sub","S2423T","Ep-C9","Epithelial","Ep-C9","Tumor","Chemoradiotherapy",66,0,0.69704588,0,0.44111076,0,0,0.04200892,0.15931804,1.2029017,0.4456578,1.12319888,0.74235443,2.47553224,1.74559088,0.01050223,0,1.93976176,0.37281257,0.02100446,0,0.47342418,0.17596368,0.05251115,0.04200892,0,0.05251115,0.07965902,0,0.46899787,0,0,0.05865456,0.03150669,0.79848528,0.01050223,0.13217017,0.23283365,0.10066348,0.19082473,0,0.01050223,0.05251115,0.07965902,0,0.01050223,0.07351561,1.09499874,1.99711717,0,0.20925496,0.62659881,5.71619967,0.03150669,0,1.03577235,0,0.04815233,2.36372575,2.11932366,0,0.02100446,0,0,0.12781135,0.35192736,0.18272561,0.01050223,0.58520841,0.70940019,0.21539837,0.54370012,1.30498039,0,0.19260932,0.08580243,0.25740729,0,0.01050223,0.24135208,0.10840326,3.78357913,0.06915679,0.11890549,0.01050223,1.5813989,0.02100446,3.52553641,2.12786936,0.38521865,0,0.35433047,0.03150669,0.05865456,2.0637115,0.8706945,0,1.62853129,0.01050223,3.74212112,4.06381205,1.10027669,0.40346066,0.36500012,3.07419198,0.3484663,0.07965902,1.81389023,0.15317463,0.11730912,0.38957747,0.02100446,0.93474717,0.35709292,0.04815233,0,0.87028652,0.19494494,0,3.9361864,1.03812877,0.94040232,0.15753345,0.5075051,0.888318,0.0861346362738107,0.878109126983747,1.38927865441145,0.742411881349816,0.928549343896614,1.44201111803926,2.36183849960899,-0.420702009720508,-0.30386282554723,-0.357705039433613,1.17120816929464,0.814971308975094,-0.331980323018675,-0.705449024989536,-0.488032585724539,-0.100916172316408
"Cell_type_sub|S2423T|Ep-N0","Cell_type_sub","S2423T","Ep-N0","Epithelial","Ep-N0","Tumor","Chemoradiotherapy",222,0,0.20896339,0,0.11087162,0,0.01248914,0.01248914,0.03617155,0.49710708,0.08483224,0.26449209,0.1090452,0.86372409,0.46486268,0.00807099,0.00624457,0.45725936,0.17519594,0.01119327,0.00936685,0.14804832,0.05360939,0.04995655,0.05048711,0.00312228,0.01248914,0.01248914,0.00936685,0.16495561,0,0.01614198,0.0268047,0.01873371,0.30151995,0.00936685,0.04919124,0.05673168,0.00936685,0.04866069,0.01188765,0.01248914,0.01561142,0.04371198,0,0.01873371,0.03487568,0.38376657,1.22978042,0,0.02368241,0.21078981,3.46206748,0.03122285,0,0.3414479,0.00312228,0.01873371,0.83027659,0.63524501,0.00624457,0,0,0.00312228,0.03122285,0.0723431,0.02749907,0.00936685,0.12830947,0.06358945,0.04866069,0.05360939,0.26266567,0,0.0455384,0.0405897,0.06527726,0.00624457,0,0.04424254,0.00624457,2.30162282,0.00624457,0.03998821,0,0.46680314,0.00624457,1.60741287,0.93673653,0.06869026,0,0.02056013,0.02810056,0.02185599,0.56433362,0.22687583,0.01561142,0.58007801,0.00624457,2.09569838,2.49686067,0.28036341,0.08041409,0.11317264,0.77650185,0.22315206,0.03045753,0.68512863,0.04995655,0.01561142,0.09237267,0.01561142,0.14569135,0.0455384,0.03635543,0,0.1040965,0.03304927,0,2.0008762,0.50749915,0.32103577,0.22978932,0.16336903,0.38169928,-0.347342102371159,-0.657097833970513,-0.225215208640117,-0.558541262410753,-0.485143234464195,-0.585743202690889,0.504542394606334,-0.499687676904479,-0.426699215245689,-0.3856261720335,0.143425439296341,-0.903688478135791,-1.25327714612243,-0.721652982808944,-0.495295258592338,-0.506596124457627
"Cell_type_sub|S2423T|Ep-N1","Cell_type_sub","S2423T","Ep-N1","Epithelial","Ep-N1","Tumor","Chemoradiotherapy",39,0,0.03554601,0,0.05331901,0,0.017773,0,0.02816955,0.4383139,0.03554601,0.19852313,0.14218404,0.59693463,0.41752081,0,0,0.33603225,0.07109202,0,0,0.10663803,0.03554601,0.017773,0,0,0,0,0,0.20589959,0,0,0.017773,0.017773,0.24539818,0,0.04594255,0.03554601,0.017773,0.10663803,0,0,0.017773,0.017773,0,0.017773,0.017773,0.39402618,0.67499931,0,0,0.12441103,3.17184324,0,0.017773,0.38229333,0,0,0.60233773,0.49569971,0,0,0,0,0.017773,0.07109202,0,0,0.19114667,0.017773,0.03554601,0.05331901,0.17035358,0,0.06371556,0.10663803,0.07109202,0.017773,0,0.017773,0.017773,2.15477897,0,0.017773,0,0.27835685,0,1.28136699,0.48550748,0.017773,0,0,0.017773,0,0.49767307,0.05331901,0,0.93791866,0,1.78521146,2.25860742,0.17337366,0.08886502,0.11235966,0.611643,0.017773,0,0.77873147,0.017773,0.017773,0.19852313,0,0.14520411,0.017773,0,0,0.03554601,0.03554601,0,1.80093363,0.18812659,0.42054089,0.07109202,0.017773,0.24446568,-0.340657064331263,-0.7115955979382,-0.358097964014682,-0.724177532595523,-0.556434108665667,-0.669756663822187,0.124432413902331,-0.539356097237944,-0.45151076018049,-0.414673840466348,-0.0780056742408499,-1.03129336627889,-1.38386877587344,-0.694230907466437,-0.533228264242467,-0.593498824606368
"Cell_type_sub|S2423T|Ep-N2","Cell_type_sub","S2423T","Ep-N2","Epithelial","Ep-N2","Tumor","Chemoradiotherapy",26,0,0.34596788,0.02665951,0.2456492,0,0.07997852,0.02665951,0.30884939,0.91692563,0.63691153,1.20111058,0.42406986,2.34837018,1.23594356,0.02665951,0,2.28986077,0.75907308,0.02665951,0,0.07997852,0.3133795,0.07997852,0.09557333,0.02665951,0.13782765,0.15995704,0.02665951,0.53976812,0.02665951,0,0.02665951,0.11522047,0.09557333,0.05331901,0.10663803,0.49999605,0.02665951,0.22887087,0.16448716,0,0,0.44872491,0,0.07997852,0.17555185,0.44872491,0.66566674,0,0.35515603,0.3133795,4.00461116,0.07997852,0.02665951,0.35110371,0,0,2.28126153,1.57845256,0,0,0,0,0.13329753,0.48440124,0.84958188,0.05331901,1.55172711,1.4640341,0.51964319,1.09218704,2.10961752,0,0.10663803,0.39335803,0.65341852,0,0.02665951,0.06891383,0.40194047,3.40758827,0.02665951,0.57098939,0,1.25177313,0.05331901,2.81140988,0.88870484,0.56189751,0,0.29778469,0.07997852,0.02665951,1.89454906,1.04634216,0.05331901,1.085849,0,3.04632147,3.42686847,0.85719995,0.3133795,0.07997852,2.14835964,0.20221136,0.15995704,0.6816481,0.21780617,0.02665951,0.25553037,0.3615627,0.93361273,0.43108223,0.57749232,0,1.43482105,0.6439239,0,3.04103448,0.35563382,1.38245016,1.85142739,0.17555185,0.40647059,1.28827880295233,1.74300632800257,0.0631908917406185,0.416986159707587,1.22088222275087,0.982256974641604,0.983378043747421,-0.171418558926066,-0.14736452576132,-0.226877733362809,1.25553633328777,1.9220980314589,0.0325281557236217,-0.598253597480469,-0.447182646353226,-0.105946160844311
