package_path,source_path,deposit_group,file_type,size_bytes,sha256,status,notes
TMEM158_CaUPR_ESCC/03_scripts/Python/run_tmem158_alphafold_topology_context.py,03_scripts/Python/run_tmem158_alphafold_topology_context.py,code,py,39774,9f5e3616ae99570ca7e7b8ac34f064127d1c6e5823228967fa2ac4ccd6513fe9,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/Python/scan_tmem158_downloaded_fulltexts.py,03_scripts/Python/scan_tmem158_downloaded_fulltexts.py,code,py,14565,6cbb8d3cbf200892aa2efe094b39f65c0a8e26c46ce47b551ff8758fd8323b8f,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/Python/scan_tmem158_pmc_fulltext_vm.py,03_scripts/Python/scan_tmem158_pmc_fulltext_vm.py,code,py,11506,cec6cd78510bb1702a70b16b716ef3da30dfe16a0222d24215e64be8916dcbdd,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_all.R,03_scripts/R/run_all.R,code,R,9087,0cf16bd3270e76b5518be7269c0fe1b2f603a8ab550204c5166002a002186194,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_caupr_primary_evidence.R,03_scripts/R/run_tmem158_caupr_primary_evidence.R,code,R,29601,fb7c38ebf532cab6f4bee49f7cffbe25c7c4cfb8e9999e38525b67a6e8fb97b2,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_ecology_state_subtyping.R,03_scripts/R/run_tmem158_ecology_state_subtyping.R,code,R,36832,8f2955f7ce65cadbe7b6250ab45e0488f39b88c8739c8c13a35eff82137ba88b,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_gse221561_tac_context_validation.R,03_scripts/R/run_tmem158_gse221561_tac_context_validation.R,code,R,21213,62a28829b0e97bad31087ad3fbd723976c9e9a56c560e9cb6448d669856b38b0,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_gse53625_external_clinical_validation.R,03_scripts/R/run_tmem158_gse53625_external_clinical_validation.R,code,R,35169,b8664a8845decaa42385c0b77c1ec9b67478055b28f751fb8933601fb9124629,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_multiomics_regulation.R,03_scripts/R/run_tmem158_multiomics_regulation.R,code,R,13715,f4e5c3fbd5f75b2eb6f5888057deb7b2fc6ced3e004df4d1829d48862865d3ea,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_public_protein_context.R,03_scripts/R/run_tmem158_public_protein_context.R,code,R,12369,9db54f1a7e43df4c09ea21df4b5e7500d6cb570a1b181292b14b4403a7d3e692,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_spatial_progression_context.R,03_scripts/R/run_tmem158_spatial_progression_context.R,code,R,14916,1ed5a73bef908af5664b269e3d75fd5f2a082e0a630919008019b6cd3703c99e,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_stromal_adjusted_tac_program.R,03_scripts/R/run_tmem158_stromal_adjusted_tac_program.R,code,R,28559,21c82bfbf949a063884f17862c8a859cd801f44bbb905324273a946be1e47305,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_tac_high_caf_epi_lr_bridge.R,03_scripts/R/run_tmem158_tac_high_caf_epi_lr_bridge.R,code,R,19583,cae37cb31112540099882d87bca36bc3ba1d3da6eda756cbb37e471d70ca5c57,ready,Copied into standalone repository-release package.
TMEM158_CaUPR_ESCC/03_scripts/R/run_tmem158_tac_high_scrna_signature_localization.R,03_scripts/R/run_tmem158_tac_high_scrna_signature_localization.R,code,R,18352,be8e4acfb7dcc9e1f249c3aa6aba44637289fe46fd2d9ff4acb4d980cc031567,ready,Copied into standalone repository-release package.
