"model","gene_set","n_present","mean_z_in_set","mean_z_background","delta_mean_z","median_z_in_set","direction","p.value","leading_genes","FDR"
"Core_CAF_interaction","REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",13,0.448057857687812,0.111772495872032,0.336285361815779,0.45455013117669,"positive",0.129853714355543,"CHRNA5;CHRNA4;CHRNA1;CHRNA3;CHRND;CHRNB3;CHRNE;CHRNA2;CHRNA9;CHRNG",0.228060686494112
"Core_CAF_interaction","REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS",11,0.43887517382258,0.1118350377304,0.32704013609218,0.705171778199546,"positive",0.12988685804322,"MUC5AC;C1GALT1C1;MUC13;MUC5B;MUC6;C1GALT1;MUC3A;MUC7;MUC1;MUC4",0.228060686494112
"Core_CAF_interaction","REACTOME_CHYLOMICRON_ASSEMBLY",9,0.53051013407635,0.111821244636058,0.418688889440292,0.321351048239386,"positive",0.130743214868026,"P4HB;APOC3;APOA2;SAR1B;APOA4;APOB;APOA1;MTTP;APOE",0.228876022990073
"Core_CAF_interaction","REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE",21,0.425095016424501,0.111593835525079,0.313501180899422,0.240385289276839,"positive",0.130806142564964,"GAR1;NOP10;TERF1;TERF2;PPP6C;RUVBL2;CCNA2;ACD;PPP6R3;CDK2",0.228876022990073
"Core_CAF_interaction","REACTOME_PHYSIOLOGICAL_FACTORS",13,-0.347731622099784,0.11260901752136,-0.460340639621145,-0.785508477322358,"negative",0.130808053059529,"NPR2;GATA4;HIPK1;CORIN;MME;NPR1;WWTR1;NPPA;HIPK2;TBX5",0.228876022990073
"Core_CAF_interaction","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",13,0.466332265456095,0.111753286095936,0.35457897936016,0.489903445412943,"positive",0.130973082926369,"HBEGF;AREG;HRAS;SHC1;GRB2;SOS1;EGF;TGFA;NRAS;KRAS",0.228898306556201
"Core_CAF_interaction","REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION",27,0.341168826075643,0.111625002047707,0.229543824027936,0.258869590963918,"positive",0.132989623819185,"GATAD2A;HNRNPU;MTA2;HDAC1;PRDM16;SMAD1;RBBP7;MTA1;PPARG;HDAC2",0.231889347224251
"Core_CAF_interaction","REACTOME_MYOGENESIS",28,0.363956555708687,0.111554762389858,0.25240179331883,0.293269500806275,"positive",0.132993092020828,"TCF12;MEF2D;SPAG9;CTNNB1;CDH15;BNIP2;MAPK14;ABL1;TCF3;CDH2",0.231889347224251
"Core_CAF_interaction","REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX",16,-0.356612939530483,0.112732207669998,-0.46934514720048,-0.050925215198032,"negative",0.133296735259464,"CYP4F2;CYP4A11;MAPKAPK2;CYP4F3;DPEP1;CYP4F11;GGT5;CYP4A22;ABCC1;CYP4F8",0.232149470561963
"Core_CAF_interaction","REACTOME_REGULATION_OF_SIGNALING_BY_CBL",22,-0.173412271364538,0.11263394388812,-0.286046215252658,-0.0330468804467419,"negative",0.133502036989418,"CRK;CRKL;UBB;UBC;FYN;GRB2;RPS27A;PIK3CA;CBL;PIK3CB",0.232237918512843
