"model","gene_set","n_present","mean_z_in_set","mean_z_background","delta_mean_z","median_z_in_set","direction","p.value","leading_genes","FDR"
"TAC_high_adjusted_for_CAF","REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES",8,2.73982576346566,0.561974580289308,2.17785118317635,2.1904170129583,"positive",0.000820346700728818,"ABCC1;NFE2L2;ABCF2;MAFK;EP300;ABCG2;CREBBP;ABCC3",0.00289239611383729
"TAC_high_adjusted_for_CAF","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",111,1.02379007105399,0.559216514431498,0.464573556622489,1.24663481718248,"positive",0.000830523805234913,"PSMD11;PSMD14;UBC;HRAS;PSMC1;PSMD7;PSMC3;PAK2;SKP1;PSMD2",0.00292142097298089
"TAC_high_adjusted_for_CAF","REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",21,1.70802148037021,0.561436982147367,1.14658449822284,1.70267546964381,"positive",0.000832982676567267,"UBC;VPS4A;UBAP1;VPS28;VPS37C;TSG101;PPIA;NEDD4L;RPS27A;CHMP5",0.00292322425281317
"TAC_high_adjusted_for_CAF","REACTOME_DAP12_INTERACTIONS",36,-0.360631992840068,0.566076706512421,-0.926708699352489,-0.690677536588239,"negative",0.000872016229726723,"HRAS;PIK3CA;SHC1;PIK3R2;GRB2;RAC1;KRAS;VAV2;SYK;SOS1",0.00305307313997561
"TAC_high_adjusted_for_CAF","REACTOME_MET_PROMOTES_CELL_MOTILITY",38,1.35554100464918,0.560942922967945,0.794598081681239,1.65127057796852,"positive",0.000874902215706185,"CRKL;PTK2;LAMB3;ITGA2;LAMC2;COL11A1;MET;RAP1B;COL1A1;COL2A1",0.00305605378602486
"TAC_high_adjusted_for_CAF","REACTOME_SIGNALING_BY_WNT_IN_CANCER",30,1.44741304498213,0.561234471424905,0.88617857355722,1.4926439821016,"positive",0.000882111880980274,"FZD6;GSK3B;CSNK1A1;PPP2CB;PPP2R5A;DKK1;PORCN;PPP2CA;PPP2R5C;PPP2R1A",0.00307408827200086
"TAC_high_adjusted_for_CAF","REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",31,1.37749005221336,0.561338239681628,0.816151812531728,1.90405524294189,"positive",0.000909007726381643,"DUSP6;MAPK1;PPP2CB;MEF2A;MAPK10;DUSP7;DUSP3;PPP2CA;JUN;PPP2R1A",0.00316048519681766
"TAC_high_adjusted_for_CAF","REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION",14,1.85008251346375,0.561925194748386,1.28815731871536,2.00935264479287,"positive",0.000938843892019764,"MAPK1;CCNB1;CDK1;GOLGA2;RAB2A;RAB1A;GORASP2;RAB1B;BLZF1;CCNB2",0.00325668250765285
"TAC_high_adjusted_for_CAF","REACTOME_SEROTONIN_RECEPTORS",12,-0.833093288011609,0.564736839659055,-1.39783012767066,-0.971640109812987,"negative",0.000967192702168835,"HTR7;HTR2C;HTR1A;HTR1B;HTR1E;HTR6;HTR1D;HTR5A;HTR2B;HTR2A",0.00334728902916495
"TAC_high_adjusted_for_CAF","REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP",46,1.30717156657778,0.560607931034901,0.746563635542879,1.44825312068224,"positive",0.000972299578494514,"FZR1;UBC;CCNA1;CDKN2D;MAPK1;UBE2S;CDKN1A;CDK4;JUN;EHMT1",0.00335722751011209
"TAC_high_adjusted_for_CAF","REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA",50,1.25237435032815,0.560587947764041,0.691786402564113,1.34980685625205,"positive",0.000990789790803953,"UBC;POLR2F;POLR2E;TICAM1;POLR1D;DHX9;XRCC6;POLR2H;IKBKG;EP300",0.00341322538024664
"TAC_high_adjusted_for_CAF","REACTOME_RORA_B_C_AND_NR1D1_REV_ERBA_REGULATE_GENE_EXPRESSION",24,1.53921693227222,0.561486476778286,0.977730455493935,1.65237802565247,"positive",0.000993836477633783,"CARM1;RXRA;TBL1XR1;TBL1X;TGS1;SREBF1;RORA;HDAC3;NR1D1;EP300",0.00341588647461314
"TAC_high_adjusted_for_CAF","REACTOME_DUAL_INCISION_IN_GG_NER",38,1.4361027921675,0.560694879869123,0.875407912298382,1.16173617978388,"positive",0.00101148620495659,"XPA;UBC;POLE3;CUL4A;RFC5;RBX1;ERCC3;DDB2;RFC4;RPA1",0.00346861251106119
"TAC_high_adjusted_for_CAF","REACTOME_RECEPTOR_MEDIATED_MITOPHAGY",8,2.25709433979627,0.562286724759837,1.69480761503643,2.24578877213425,"positive",0.00101829056416936,"ATG5;CSNK2A2;MAP1LC3B;CSNK2A1;ATG12;ULK1;CSNK2B;SRC",0.00348399186191885
"TAC_high_adjusted_for_CAF","REACTOME_P38MAPK_EVENTS",13,2.03722311594888,0.56183263628525,1.47539047966362,1.91347812475819,"positive",0.00102777822987197,"RALB;HRAS;MAPK12;RALA;MAPK11;MAPK13;RALGDS;MAPKAPK2;KRAS;MAPK14",0.00350846113924475
"TAC_high_adjusted_for_CAF","REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS",41,-0.334114437141372,0.56636411422075,-0.900478551362123,-0.109172336486806,"negative",0.00105327021753727,"FTH1;HSP90AA1;HSPH1;COL1A1;FTL;COL1A2;COL3A1;SPARC;HBA2;LRP1",0.00358732849601131
