"signature","sample","condition","compartment","n_cells","weighted_z","abs_weight","signature_score","n_genes_present"
"Core_CAF_interaction_positive_top200","P87T","Tumor","Fibroblast",95,226.482990255906,502.278013993144,0.450911614576458,194
"Core_CAF_interaction_positive_top200","P87T","Tumor","Myeloid",87,-100.069336167085,466.563530148686,-0.214481693704595,180
"Core_CAF_interaction_positive_top200","P87T","Tumor","Tcell",2498,-149.880401709496,466.563530148686,-0.321243286336015,180
"Core_CAF_interaction_positive_top200","P89T","Tumor","Epithelial",211,92.4993072280522,502.278013993144,0.184159578263592,194
"Core_CAF_interaction_positive_top200","P89T","Tumor","Fibroblast",2,336.076492756885,502.278013993144,0.669104526564987,194
"Core_CAF_interaction_positive_top200","P89T","Tumor","Myeloid",386,-162.587905375112,466.563530148686,-0.34847967076059,180
"Core_CAF_interaction_positive_top200","P89T","Tumor","Tcell",679,-124.977403559095,466.563530148686,-0.267867922551226,180
"Core_CAF_interaction_positive_top200","P8T","Tumor","Epithelial",662,75.7257721171855,502.278013993144,0.150764656241193,194
"Core_CAF_interaction_positive_top200","P8T","Tumor","Fibroblast",1831,54.4641829548597,502.278013993144,0.108434336040046,194
"Core_CAF_interaction_positive_top200","P8T","Tumor","Myeloid",486,-140.406853007333,466.563530148686,-0.300938337299077,180
"Core_CAF_interaction_positive_top200","P8T","Tumor","Tcell",1729,-238.792755330964,466.563530148686,-0.511811875340673,180
"Core_CAF_interaction_positive_top200","P91T","Tumor","Epithelial",43,145.026736421995,502.278013993144,0.28873797455123,194
"Core_CAF_interaction_positive_top200","P91T","Tumor","Fibroblast",269,260.411338346749,502.278013993144,0.518460555891072,194
"Core_CAF_interaction_positive_top200","P91T","Tumor","Myeloid",391,-162.83926641994,466.563530148686,-0.349018420638334,180
"Core_CAF_interaction_positive_top200","P91T","Tumor","Tcell",951,-114.757461229362,466.563530148686,-0.245963205038316,180
"Core_CAF_interaction_positive_top200","P94T","Tumor","Epithelial",33,-62.1208058279935,502.278013993144,-0.123678130631538,194
"Core_CAF_interaction_positive_top200","P94T","Tumor","Fibroblast",13,-24.9099852679034,502.278013993144,-0.0495940187982097,194
"Core_CAF_interaction_positive_top200","P94T","Tumor","Myeloid",89,-232.499248657179,466.563530148686,-0.498322808435297,180
"Core_CAF_interaction_positive_top200","P94T","Tumor","Tcell",394,-256.502022713215,466.563530148686,-0.549768694161484,180
"Core_CAF_interaction_positive_top200","P9T","Tumor","Epithelial",939,8.80069754596455,502.278013993144,0.0175215663452963,194
"Core_CAF_interaction_positive_top200","P9T","Tumor","Fibroblast",1885,46.8125791999307,502.278013993144,0.0932005341579009,194
"Core_CAF_interaction_positive_top200","P9T","Tumor","Myeloid",680,-177.369477849482,466.563530148686,-0.38016147081397,180
"Core_CAF_interaction_positive_top200","P9T","Tumor","Tcell",2265,-178.265121874854,466.563530148686,-0.382081132269477,180
"TAC_high_positive_top200","P104T","Tumor","Epithelial",81,-1076.74074913428,1558.30409188668,-0.690969596204189,200
"TAC_high_positive_top200","P104T","Tumor","Fibroblast",24,2166.85440522423,1558.30409188668,1.39052089801084,200
"TAC_high_positive_top200","P104T","Tumor","Myeloid",178,-420.53742121916,1102.15703895073,-0.381558531458926,142
"TAC_high_positive_top200","P104T","Tumor","Tcell",1063,-713.253105813244,1102.15703895073,-0.647142903058779,142
"TAC_high_positive_top200","P107T","Tumor","Epithelial",440,-700.324416367036,1558.30409188668,-0.449414475655476,200
"TAC_high_positive_top200","P107T","Tumor","Fibroblast",170,1584.43181293728,1558.30409188668,1.01676676663215,200
"TAC_high_positive_top200","P107T","Tumor","Myeloid",275,-284.653922564427,1102.15703895073,-0.258269840417135,142
"TAC_high_positive_top200","P107T","Tumor","Tcell",1463,-707.487800807636,1102.15703895073,-0.641911974251122,142
"TAC_high_positive_top200","P10T","Tumor","Epithelial",684,-84.7018390721328,1558.30409188668,-0.054355141280276,200
"TAC_high_positive_top200","P10T","Tumor","Fibroblast",1641,2432.82428169437,1558.30409188668,1.56119995728747,200
"TAC_high_positive_top200","P10T","Tumor","Myeloid",1148,-267.265820218152,1102.15703895073,-0.242493411349613,142
"TAC_high_positive_top200","P10T","Tumor","Tcell",329,-665.216302357476,1102.15703895073,-0.603558548236257,142
"TAC_high_positive_top200","P11T","Tumor","Epithelial",95,49.277611119914,1558.30409188668,0.0316225898247191,200
"TAC_high_positive_top200","P11T","Tumor","Fibroblast",594,1714.20960790227,1558.30409188668,1.10004819779869,200
"TAC_high_positive_top200","P11T","Tumor","Myeloid",279,-424.261134667049,1102.15703895073,-0.384937100316441,142
"TAC_high_positive_top200","P11T","Tumor","Tcell",1637,-670.422941473681,1102.15703895073,-0.608282592934246,142
"TAC_high_positive_top200","P126T","Tumor","Epithelial",100,-691.194352801229,1558.30409188668,-0.44355550139407,200
"TAC_high_positive_top200","P126T","Tumor","Fibroblast",87,2152.1965572337,1558.30409188668,1.38111461584368,200
"TAC_high_positive_top200","P126T","Tumor","Myeloid",425,-279.379806050027,1102.15703895073,-0.253484572684851,142
"TAC_high_positive_top200","P126T","Tumor","Tcell",819,-611.784624651136,1102.15703895073,-0.555079360772003,142
"TAC_high_positive_top200","P127T","Tumor","Epithelial",1590,-896.009159943137,1558.30409188668,-0.574989929506194,200
"TAC_high_positive_top200","P127T","Tumor","Fibroblast",45,2003.21236529968,1558.30409188668,1.28550799277844,200
"TAC_high_positive_top200","P127T","Tumor","Myeloid",501,-314.19347267886,1102.15703895073,-0.28507142047378,142
"TAC_high_positive_top200","P127T","Tumor","Tcell",1059,-609.457235760041,1102.15703895073,-0.552967693551413,142
"TAC_high_positive_top200","P128T","Tumor","Epithelial",456,-950.784737017152,1558.30409188668,-0.610140692030149,200
"TAC_high_positive_top200","P128T","Tumor","Fibroblast",246,1130.38765586689,1558.30409188668,0.725396064704097,200
"TAC_high_positive_top200","P128T","Tumor","Myeloid",120,-341.521613841343,1102.15703895073,-0.30986656326804,142
"TAC_high_positive_top200","P128T","Tumor","Tcell",748,-685.819663938994,1102.15703895073,-0.622252219694485,142
"TAC_high_positive_top200","P12T","Tumor","Epithelial",848,-206.021078391717,1558.30409188668,-0.132208520444993,200
"TAC_high_positive_top200","P12T","Tumor","Fibroblast",223,1603.42713984016,1558.30409188668,1.02895650995747,200
"TAC_high_positive_top200","P12T","Tumor","Myeloid",145,-442.043147238928,1102.15703895073,-0.401070928748737,142
"TAC_high_positive_top200","P12T","Tumor","Tcell",732,-653.238409207933,1102.15703895073,-0.592690865386864,142
"TAC_high_positive_top200","P130T","Tumor","Epithelial",464,-442.939243847566,1558.30409188668,-0.284244420683827,200
"TAC_high_positive_top200","P130T","Tumor","Fibroblast",343,2552.61072062313,1558.30409188668,1.63806970277067,200
"TAC_high_positive_top200","P130T","Tumor","Myeloid",568,-269.013578989242,1102.15703895073,-0.244079173368386,142
"TAC_high_positive_top200","P130T","Tumor","Tcell",784,-679.8373786398,1102.15703895073,-0.616824422123197,142
"TAC_high_positive_top200","P15T","Tumor","Epithelial",758,-575.009139897225,1558.30409188668,-0.368996746457263,200
"TAC_high_positive_top200","P15T","Tumor","Fibroblast",781,1982.85657042019,1558.30409188668,1.27244520549227,200
"TAC_high_positive_top200","P15T","Tumor","Myeloid",148,-354.66242484044,1102.15703895073,-0.321789375113082,142
"TAC_high_positive_top200","P15T","Tumor","Tcell",1410,-660.680831722758,1102.15703895073,-0.599443462568397,142
"TAC_high_positive_top200","P16T","Tumor","Epithelial",2341,-452.615565244427,1558.30409188668,-0.290453941307716,200
"TAC_high_positive_top200","P16T","Tumor","Fibroblast",38,1325.30852405919,1558.30409188668,0.850481321944424,200
"TAC_high_positive_top200","P16T","Tumor","Myeloid",221,-416.626158661032,1102.15703895073,-0.378009797095399,142
"TAC_high_positive_top200","P16T","Tumor","Tcell",767,-608.824645988152,1102.15703895073,-0.552393737436691,142
"TAC_high_positive_top200","P17T","Tumor","Epithelial",224,-784.691636042743,1558.30409188668,-0.503554883881935,200
"TAC_high_positive_top200","P17T","Tumor","Fibroblast",127,2100.85342496916,1558.30409188668,1.34816653303246,200
"TAC_high_positive_top200","P17T","Tumor","Myeloid",88,-318.241017061742,1102.15703895073,-0.288743804934287,142
"TAC_high_positive_top200","P17T","Tumor","Tcell",1023,-635.374835148732,1102.15703895073,-0.576483035261125,142
"TAC_high_positive_top200","P19T","Tumor","Epithelial",182,-703.300021031567,1558.30409188668,-0.4513239904158,200
"TAC_high_positive_top200","P19T","Tumor","Fibroblast",269,2083.09879092424,1558.30409188668,1.33677297118701,200
"TAC_high_positive_top200","P19T","Tumor","Myeloid",316,-298.5080235412,1102.15703895073,-0.270839828619507,142
"TAC_high_positive_top200","P19T","Tumor","Tcell",762,-660.783911476569,1102.15703895073,-0.599536988037244,142
"TAC_high_positive_top200","P1T","Tumor","Epithelial",244,-997.158630545584,1558.30409188668,-0.639899898702247,200
"TAC_high_positive_top200","P1T","Tumor","Fibroblast",77,1954.11408978153,1558.30409188668,1.2540004867828,200
"TAC_high_positive_top200","P1T","Tumor","Myeloid",164,-309.094144369584,1102.15703895073,-0.280444740128726,142
"TAC_high_positive_top200","P1T","Tumor","Tcell",533,-631.933895186271,1102.15703895073,-0.573361030101374,142
"TAC_high_positive_top200","P20T","Tumor","Epithelial",469,-839.999720826957,1558.30409188668,-0.539047368995833,200
"TAC_high_positive_top200","P20T","Tumor","Fibroblast",390,1354.23230963465,1558.30409188668,0.869042388251093,200
"TAC_high_positive_top200","P20T","Tumor","Myeloid",447,-343.301384747088,1102.15703895073,-0.311481370271804,142
"TAC_high_positive_top200","P20T","Tumor","Tcell",830,-686.755797358174,1102.15703895073,-0.623101584518277,142
"TAC_high_positive_top200","P21T","Tumor","Epithelial",643,-454.389288476007,1558.30409188668,-0.291592180782806,200
"TAC_high_positive_top200","P21T","Tumor","Fibroblast",1082,1588.63207423104,1558.30409188668,1.01946217205118,200
"TAC_high_positive_top200","P21T","Tumor","Myeloid",280,-454.122379167713,1102.15703895073,-0.412030557460345,142
"TAC_high_positive_top200","P21T","Tumor","Tcell",681,-675.599336871331,1102.15703895073,-0.612979197151896,142
"TAC_high_positive_top200","P22T","Tumor","Epithelial",590,-473.154434322262,1558.30409188668,-0.303634211567398,200
"TAC_high_positive_top200","P22T","Tumor","Fibroblast",2921,1702.90921131219,1558.30409188668,1.09279647032848,200
"TAC_high_positive_top200","P22T","Tumor","Myeloid",342,-379.065532540773,1102.15703895073,-0.343930600762345,142
"TAC_high_positive_top200","P22T","Tumor","Tcell",1649,-695.792409535995,1102.15703895073,-0.6313006086668,142
"TAC_high_positive_top200","P23T","Tumor","Epithelial",951,-936.837752171093,1558.30409188668,-0.601190587285719,200
"TAC_high_positive_top200","P23T","Tumor","Fibroblast",331,1788.86829453207,1558.30409188668,1.14795841443645,200
"TAC_high_positive_top200","P23T","Tumor","Myeloid",338,-410.869625854745,1102.15703895073,-0.372786827407008,142
"TAC_high_positive_top200","P23T","Tumor","Tcell",944,-604.495900978834,1102.15703895073,-0.54846621635182,142
"TAC_high_positive_top200","P24T","Tumor","Epithelial",1716,-811.522168505405,1558.30409188668,-0.520772660952763,200
"TAC_high_positive_top200","P24T","Tumor","Fibroblast",436,1711.52665670783,1558.30409188668,1.09832648558064,200
"TAC_high_positive_top200","P24T","Tumor","Myeloid",55,-498.507475396376,1102.15703895073,-0.452301675513466,142
"TAC_high_positive_top200","P24T","Tumor","Tcell",3578,-666.04651716916,1102.15703895073,-0.60431181186598,142
"TAC_high_positive_top200","P26T","Tumor","Epithelial",1292,-438.146478066228,1558.30409188668,-0.281168791346593,200
"TAC_high_positive_top200","P26T","Tumor","Fibroblast",89,1997.42258012511,1558.30409188668,1.28179255289433,200
"TAC_high_positive_top200","P26T","Tumor","Myeloid",160,-449.127924431539,1102.15703895073,-0.407499030137407,142
"TAC_high_positive_top200","P26T","Tumor","Tcell",1355,-629.964507784423,1102.15703895073,-0.57157418182817,142
"TAC_high_positive_top200","P27T","Tumor","Epithelial",1710,-671.038786453602,1558.30409188668,-0.430621205416432,200
"TAC_high_positive_top200","P27T","Tumor","Fibroblast",297,1283.3570043961,1558.30409188668,0.823560055497448,200
"TAC_high_positive_top200","P27T","Tumor","Myeloid",121,-497.931795893517,1102.15703895073,-0.45177935475289,142
"TAC_high_positive_top200","P27T","Tumor","Tcell",1499,-652.380595405876,1102.15703895073,-0.591912560869684,142
"TAC_high_positive_top200","P28T","Tumor","Epithelial",1377,-676.834153563152,1558.30409188668,-0.434340227358121,200
"TAC_high_positive_top200","P28T","Tumor","Fibroblast",121,1628.54453998132,1558.30409188668,1.04507493015025,200
"TAC_high_positive_top200","P28T","Tumor","Myeloid",248,-356.131892796494,1102.15703895073,-0.32312264061348,142
"TAC_high_positive_top200","P28T","Tumor","Tcell",1088,-624.543544208685,1102.15703895073,-0.566655678035916,142
"TAC_high_positive_top200","P2T","Tumor","Epithelial",1538,-410.1160274847,1558.30409188668,-0.26318099889487,200
"TAC_high_positive_top200","P2T","Tumor","Fibroblast",228,1190.37064082951,1558.30409188668,0.763888542054904,200
"TAC_high_positive_top200","P2T","Tumor","Myeloid",164,-405.863713571891,1102.15703895073,-0.36824490451767,142
"TAC_high_positive_top200","P2T","Tumor","Tcell",1223,-665.885944058946,1102.15703895073,-0.604166122000979,142
"TAC_high_positive_top200","P30T","Tumor","Epithelial",392,-292.784900039216,1558.30409188668,-0.187886883929524,200
"TAC_high_positive_top200","P30T","Tumor","Fibroblast",351,1131.06222392187,1558.30409188668,0.725828950723258,200
"TAC_high_positive_top200","P30T","Tumor","Myeloid",480,-352.839775346103,1102.15703895073,-0.320135663863301,142
"TAC_high_positive_top200","P30T","Tumor","Tcell",1314,-706.600979232243,1102.15703895073,-0.64110735064119,142
"TAC_high_positive_top200","P31T","Tumor","Epithelial",1568,-514.037974988796,1558.30409188668,-0.329870131038696,200
"TAC_high_positive_top200","P31T","Tumor","Fibroblast",264,1891.86597369472,1558.30409188668,1.21405442207637,200
"TAC_high_positive_top200","P31T","Tumor","Myeloid",659,-451.185372098025,1102.15703895073,-0.409365776520885,142
"TAC_high_positive_top200","P31T","Tumor","Tcell",866,-651.330867423919,1102.15703895073,-0.590960130367624,142
"TAC_high_positive_top200","P32T","Tumor","Epithelial",1234,-318.135493557432,1558.30409188668,-0.204154949739147,200
"TAC_high_positive_top200","P32T","Tumor","Fibroblast",357,2095.77728479159,1558.30409188668,1.34490905575059,200
"TAC_high_positive_top200","P32T","Tumor","Myeloid",459,-355.125680418803,1102.15703895073,-0.322209692329223,142
"TAC_high_positive_top200","P32T","Tumor","Tcell",493,-630.987608545025,1102.15703895073,-0.572502453140193,142
"TAC_high_positive_top200","P36T","Tumor","Epithelial",586,-868.52604464813,1558.30409188668,-0.557353374845202,200
"TAC_high_positive_top200","P36T","Tumor","Fibroblast",124,1868.95817156027,1558.30409188668,1.19935395234538,200
"TAC_high_positive_top200","P36T","Tumor","Myeloid",237,-349.088973182795,1102.15703895073,-0.316732517096776,142
"TAC_high_positive_top200","P36T","Tumor","Tcell",1446,-639.002255860181,1102.15703895073,-0.579774236590205,142
"TAC_high_positive_top200","P37T","Tumor","Epithelial",514,-286.87830658274,1558.30409188668,-0.184096485452597,200
"TAC_high_positive_top200","P37T","Tumor","Fibroblast",402,2109.3705471343,1558.30409188668,1.35363216853292,200
"TAC_high_positive_top200","P37T","Tumor","Myeloid",119,-334.815628013347,1102.15703895073,-0.30378214372436,142
"TAC_high_positive_top200","P37T","Tumor","Tcell",470,-631.894717831882,1102.15703895073,-0.573325484028532,142
"TAC_high_positive_top200","P38T","Tumor","Epithelial",703,-1013.55514690638,1558.30409188668,-0.650421924824213,200
"TAC_high_positive_top200","P38T","Tumor","Fibroblast",45,1871.66749820827,1558.30409188668,1.20109259030578,200
"TAC_high_positive_top200","P38T","Tumor","Myeloid",148,-447.012397691488,1102.15703895073,-0.405579587929729,142
"TAC_high_positive_top200","P38T","Tumor","Tcell",2040,-646.554098786098,1102.15703895073,-0.586626112193255,142
"TAC_high_positive_top200","P39T","Tumor","Epithelial",2884,-898.944729075637,1558.30409188668,-0.576873752533923,200
"TAC_high_positive_top200","P39T","Tumor","Fibroblast",124,1503.41655232549,1558.30409188668,0.964777388542475,200
"TAC_high_positive_top200","P39T","Tumor","Myeloid",281,-367.316134774941,1102.15703895073,-0.333270234452825,142
"TAC_high_positive_top200","P39T","Tumor","Tcell",792,-670.113368396825,1102.15703895073,-0.608001713653058,142
"TAC_high_positive_top200","P40T","Tumor","Epithelial",404,-629.729981468412,1558.30409188668,-0.404112383935269,200
"TAC_high_positive_top200","P40T","Tumor","Fibroblast",877,1988.60899716503,1558.30409188668,1.27613667160263,200
"TAC_high_positive_top200","P40T","Tumor","Myeloid",346,-467.066302015082,1102.15703895073,-0.423774730377565,142
"TAC_high_positive_top200","P40T","Tumor","Tcell",2435,-653.685264467047,1102.15703895073,-0.59309630240112,142
"TAC_high_positive_top200","P42T","Tumor","Epithelial",1183,-854.384659852752,1558.30409188668,-0.548278519129296,200
"TAC_high_positive_top200","P42T","Tumor","Fibroblast",570,1923.6664584931,1558.30409188668,1.23446153321979,200
"TAC_high_positive_top200","P42T","Tumor","Myeloid",474,-327.370645246969,1102.15703895073,-0.297027223596585,142
"TAC_high_positive_top200","P42T","Tumor","Tcell",1027,-650.046129148078,1102.15703895073,-0.58979447227133,142
"TAC_high_positive_top200","P44T","Tumor","Epithelial",793,-717.900543073289,1558.30409188668,-0.460693485187546,200
"TAC_high_positive_top200","P44T","Tumor","Fibroblast",2023,2129.59398676891,1558.30409188668,1.36661002037834,200
"TAC_high_positive_top200","P44T","Tumor","Myeloid",567,-318.96682074081,1102.15703895073,-0.289402335119567,142
"TAC_high_positive_top200","P44T","Tumor","Tcell",647,-641.53227361621,1102.15703895073,-0.582069751354995,142
"TAC_high_positive_top200","P47T","Tumor","Epithelial",1146,-605.851801516395,1558.30409188668,-0.388789200176503,200
"TAC_high_positive_top200","P47T","Tumor","Fibroblast",1601,2056.55286336302,1558.30409188668,1.31973783170466,200
"TAC_high_positive_top200","P47T","Tumor","Myeloid",393,-261.343617366889,1102.15703895073,-0.23712012728757,142
"TAC_high_positive_top200","P47T","Tumor","Tcell",1419,-590.545389897157,1102.15703895073,-0.53580875413123,142
"TAC_high_positive_top200","P48T","Tumor","Epithelial",1281,-769.656080792102,1558.30409188668,-0.493906218176106,200
"TAC_high_positive_top200","P48T","Tumor","Fibroblast",55,1148.71828308233,1558.30409188668,0.737159254771351,200
"TAC_high_positive_top200","P48T","Tumor","Myeloid",76,-408.226455788017,1102.15703895073,-0.370388648224444,142
"TAC_high_positive_top200","P48T","Tumor","Tcell",800,-643.748320235084,1102.15703895073,-0.584080396426939,142
"TAC_high_positive_top200","P49T","Tumor","Epithelial",409,-634.127610899734,1558.30409188668,-0.406934445081241,200
"TAC_high_positive_top200","P49T","Tumor","Fibroblast",179,2759.1424256317,1558.30409188668,1.7706059041988,200
"TAC_high_positive_top200","P49T","Tumor","Myeloid",267,-355.088339824547,1102.15703895073,-0.322175812770379,142
"TAC_high_positive_top200","P49T","Tumor","Tcell",681,-624.595138851778,1102.15703895073,-0.566702490460344,142
"TAC_high_positive_top200","P4T","Tumor","Epithelial",624,-698.423478598198,1558.30409188668,-0.448194599651341,200
"TAC_high_positive_top200","P4T","Tumor","Fibroblast",1336,1919.20036039035,1558.30409188668,1.23159553413398,200
"TAC_high_positive_top200","P4T","Tumor","Myeloid",414,-349.614882221257,1102.15703895073,-0.317209680531638,142
"TAC_high_positive_top200","P4T","Tumor","Tcell",873,-657.087206228333,1102.15703895073,-0.596182924035843,142
"TAC_high_positive_top200","P52T","Tumor","Epithelial",884,-444.071937343443,1558.30409188668,-0.284971296459726,200
"TAC_high_positive_top200","P52T","Tumor","Fibroblast",193,1891.32038067812,1558.30409188668,1.21370430234079,200
"TAC_high_positive_top200","P52T","Tumor","Myeloid",370,-378.347175685781,1102.15703895073,-0.343278827167835,142
"TAC_high_positive_top200","P52T","Tumor","Tcell",1061,-622.445614835353,1102.15703895073,-0.564752202125325,142
"TAC_high_positive_top200","P54T","Tumor","Epithelial",1200,-858.896677938681,1558.30409188668,-0.551173986136936,200
"TAC_high_positive_top200","P54T","Tumor","Fibroblast",61,1452.21933511153,1558.30409188668,0.931922942814897,200
"TAC_high_positive_top200","P54T","Tumor","Myeloid",326,-335.418962122795,1102.15703895073,-0.304329555833639,142
"TAC_high_positive_top200","P54T","Tumor","Tcell",1083,-655.252168429976,1102.15703895073,-0.59451797273262,142
"TAC_high_positive_top200","P56T","Tumor","Epithelial",41,-453.413137057264,1558.30409188668,-0.290965761700788,200
"TAC_high_positive_top200","P56T","Tumor","Fibroblast",24,1318.31779365279,1558.30409188668,0.845995207557127,200
"TAC_high_positive_top200","P56T","Tumor","Myeloid",132,-363.856340301956,1102.15703895073,-0.330131122374677,142
"TAC_high_positive_top200","P56T","Tumor","Tcell",199,-633.389144185817,1102.15703895073,-0.574681394575869,142
"TAC_high_positive_top200","P57T","Tumor","Epithelial",446,-690.982141086109,1558.30409188668,-0.443419320197971,200
"TAC_high_positive_top200","P57T","Tumor","Fibroblast",562,1156.28403609803,1558.30409188668,0.742014374548737,200
"TAC_high_positive_top200","P57T","Tumor","Myeloid",106,-496.712914762946,1102.15703895073,-0.450673449616421,142
"TAC_high_positive_top200","P57T","Tumor","Tcell",565,-672.752477299924,1102.15703895073,-0.610396208094259,142
"TAC_high_positive_top200","P5T","Tumor","Epithelial",1536,-647.790087624101,1558.30409188668,-0.41570197434302,200
"TAC_high_positive_top200","P5T","Tumor","Fibroblast",733,2012.7475314663,1558.30409188668,1.29162693080617,200
"TAC_high_positive_top200","P5T","Tumor","Myeloid",487,-434.573324941422,1102.15703895073,-0.394293471423221,142
"TAC_high_positive_top200","P5T","Tumor","Tcell",1588,-647.639834876274,1102.15703895073,-0.587611213273959,142
"TAC_high_positive_top200","P61T","Tumor","Epithelial",303,-404.835819849001,1558.30409188668,-0.259792566776139,200
"TAC_high_positive_top200","P61T","Tumor","Fibroblast",178,1197.26923114241,1558.30409188668,0.768315527999957,200
"TAC_high_positive_top200","P61T","Tumor","Myeloid",122,-421.279098546354,1102.15703895073,-0.382231463991209,142
"TAC_high_positive_top200","P61T","Tumor","Tcell",1671,-668.018251492027,1102.15703895073,-0.606100789528133,142
"TAC_high_positive_top200","P62T","Tumor","Epithelial",953,-773.06326859086,1558.30409188668,-0.496092689877295,200
"TAC_high_positive_top200","P62T","Tumor","Fibroblast",37,1166.54467802732,1558.30409188668,0.748598867256357,200
"TAC_high_positive_top200","P62T","Tumor","Myeloid",134,-405.097122654273,1102.15703895073,-0.36754936759278,142
"TAC_high_positive_top200","P62T","Tumor","Tcell",897,-663.926252785221,1102.15703895073,-0.602388071138472,142
"TAC_high_positive_top200","P63T","Tumor","Epithelial",24,-928.790586388343,1558.30409188668,-0.59602653373247,200
"TAC_high_positive_top200","P63T","Tumor","Fibroblast",40,1820.42198052013,1558.30409188668,1.16820714903989,200
"TAC_high_positive_top200","P63T","Tumor","Myeloid",315,-305.349684766569,1102.15703895073,-0.277047348041497,142
"TAC_high_positive_top200","P63T","Tumor","Tcell",874,-694.175555300083,1102.15703895073,-0.629833617867148,142
"TAC_high_positive_top200","P65T","Tumor","Epithelial",358,-712.40280313598,1558.30409188668,-0.457165457528546,200
"TAC_high_positive_top200","P65T","Tumor","Fibroblast",847,913.506628126728,1558.30409188668,0.586218462033762,200
"TAC_high_positive_top200","P65T","Tumor","Myeloid",256,-439.331847148416,1102.15703895073,-0.398610934397031,142
"TAC_high_positive_top200","P65T","Tumor","Tcell",1011,-716.299906532282,1102.15703895073,-0.649907301063203,142
"TAC_high_positive_top200","P74T","Tumor","Epithelial",318,-747.140304735151,1558.30409188668,-0.479457320702128,200
"TAC_high_positive_top200","P74T","Tumor","Fibroblast",211,1848.18774803633,1558.30409188668,1.18602508820899,200
"TAC_high_positive_top200","P74T","Tumor","Myeloid",319,-437.561824358017,1102.15703895073,-0.397004971972579,142
"TAC_high_positive_top200","P74T","Tumor","Tcell",927,-630.856892876018,1102.15703895073,-0.572383853281563,142
"TAC_high_positive_top200","P75T","Tumor","Epithelial",403,-902.747019871353,1558.30409188668,-0.579313771022941,200
"TAC_high_positive_top200","P75T","Tumor","Fibroblast",309,944.931812619279,1558.30409188668,0.606384734237092,200
"TAC_high_positive_top200","P75T","Tumor","Myeloid",282,-417.092173825304,1102.15703895073,-0.378432618116182,142
"TAC_high_positive_top200","P75T","Tumor","Tcell",1301,-687.705613756163,1102.15703895073,-0.623963364069124,142
"TAC_high_positive_top200","P76T","Tumor","Epithelial",1569,-412.025185826796,1558.30409188668,-0.264406150232171,200
"TAC_high_positive_top200","P76T","Tumor","Fibroblast",368,1482.2678553724,1558.30409188668,0.951205777543574,200
"TAC_high_positive_top200","P76T","Tumor","Myeloid",261,-321.877320756692,1102.15703895073,-0.292043065898416,142
"TAC_high_positive_top200","P76T","Tumor","Tcell",865,-675.331559395578,1102.15703895073,-0.612736239509483,142
"TAC_high_positive_top200","P79T","Tumor","Epithelial",1017,-690.314626017723,1558.30409188668,-0.442990960244441,200
"TAC_high_positive_top200","P79T","Tumor","Fibroblast",507,1506.51820573255,1558.30409188668,0.966767791714241,200
"TAC_high_positive_top200","P79T","Tumor","Myeloid",236,-414.924633206914,1102.15703895073,-0.376465983107024,142
"TAC_high_positive_top200","P79T","Tumor","Tcell",745,-692.298921846782,1102.15703895073,-0.628130926338646,142
"TAC_high_positive_top200","P80T","Tumor","Epithelial",285,-972.446971081107,1558.30409188668,-0.62404185174393,200
"TAC_high_positive_top200","P80T","Tumor","Fibroblast",40,1697.97686523113,1558.30409188668,1.08963126906466,200
"TAC_high_positive_top200","P80T","Tumor","Myeloid",65,-429.178917961765,1102.15703895073,-0.389399062741866,142
"TAC_high_positive_top200","P80T","Tumor","Tcell",1548,-685.80235462294,1102.15703895073,-0.622236514749144,142
"TAC_high_positive_top200","P82T","Tumor","Epithelial",111,-854.584818762878,1558.30409188668,-0.548406965759943,200
"TAC_high_positive_top200","P82T","Tumor","Fibroblast",21,1732.66218400648,1558.30409188668,1.11188964530581,200
"TAC_high_positive_top200","P82T","Tumor","Myeloid",273,-493.547256698107,1102.15703895073,-0.447801210949005,142
"TAC_high_positive_top200","P82T","Tumor","Tcell",454,-687.245095159045,1102.15703895073,-0.623545530148146,142
"TAC_high_positive_top200","P83T","Tumor","Epithelial",460,-714.593763913472,1558.30409188668,-0.458571448046635,200
"TAC_high_positive_top200","P83T","Tumor","Fibroblast",176,2047.88181447485,1558.30409188668,1.31417341784389,200
"TAC_high_positive_top200","P83T","Tumor","Myeloid",887,-414.295294081633,1102.15703895073,-0.375894976342071,142
"TAC_high_positive_top200","P83T","Tumor","Tcell",1045,-668.959589337518,1102.15703895073,-0.606954876388918,142
"TAC_high_positive_top200","P84T","Tumor","Epithelial",229,-754.358871094314,1558.30409188668,-0.484089642722423,200
"TAC_high_positive_top200","P84T","Tumor","Fibroblast",611,1991.62350090045,1558.30409188668,1.27807114880199,200
"TAC_high_positive_top200","P84T","Tumor","Myeloid",173,-417.935530517031,1102.15703895073,-0.379197805527705,142
"TAC_high_positive_top200","P84T","Tumor","Tcell",667,-686.097730212034,1102.15703895073,-0.622504512483274,142
"TAC_high_positive_top200","P87T","Tumor","Epithelial",8,-733.637201245789,1558.30409188668,-0.470792064954122,200
"TAC_high_positive_top200","P87T","Tumor","Fibroblast",95,2106.65265840667,1558.30409188668,1.35188803608678,200
"TAC_high_positive_top200","P87T","Tumor","Myeloid",87,-510.594319793759,1102.15703895073,-0.463268211107059,142
"TAC_high_positive_top200","P87T","Tumor","Tcell",2498,-641.75918072854,1102.15703895073,-0.582275626837627,142
