"sample_label","stage","feature","value","source_type","rank"
"MIPCC-DSP-20210914C-02_5","NE","ROI_KRT16",6.33079788621829,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_5","NE","ROI_KRT17",5.23344853564104,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_5","NE","ROI_MAL",9.7738430173498,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_5","NE","ROI_TAGLN2",7.64515398611459,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_5","NE","ROI_CRNN",9.9404736831404,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_8","NE","ROI_KRT16",6.28543639808974,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_8","NE","ROI_KRT17",5.02637965687053,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_8","NE","ROI_MAL",9.10815687218492,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_8","NE","ROI_TAGLN2",6.99279116383198,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_8","NE","ROI_CRNN",9.57949557551604,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_13","NE","ROI_KRT16",6.27557099294212,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_13","NE","ROI_KRT17",4.89998321211558,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_13","NE","ROI_MAL",9.94400005780121,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_13","NE","ROI_TAGLN2",6.75180941975746,"ROI marker expression",0
"MIPCC-DSP-20210914C-02_13","NE","ROI_CRNN",10.7071894937773,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_5","NE","ROI_KRT16",9.10257969621406,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_5","NE","ROI_KRT17",5.75383306785203,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_5","NE","ROI_MAL",11.7051941506515,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_5","NE","ROI_TAGLN2",7.59781082214442,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_5","NE","ROI_CRNN",12.0302107129266,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_6","NE","ROI_KRT16",6.44242840286965,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_6","NE","ROI_KRT17",5.07999694582351,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_6","NE","ROI_MAL",9.83825366578704,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_6","NE","ROI_TAGLN2",5.83972233898901,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_6","NE","ROI_CRNN",10.1464992393414,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_9","NE","ROI_KRT16",3.3755163384483,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_9","NE","ROI_KRT17",4.86469579495732,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_9","NE","ROI_MAL",11.3947892826807,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_9","NE","ROI_TAGLN2",4.86469579495732,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_9","NE","ROI_CRNN",11.0244550916489,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_12","NE","ROI_KRT16",5.77941663345875,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_12","NE","ROI_KRT17",4.86469579495732,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_12","NE","ROI_MAL",10.8094665178952,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_12","NE","ROI_TAGLN2",6.63624058164681,"ROI marker expression",0
"MIPCC-DSP-20210914C-03_12","NE","ROI_CRNN",10.988280034853,"ROI marker expression",0
